+--------------+--------------------+-------+--------+-------+-------------+--------+----------+----------+-------------------------------+----------------------------------------------------------+
| eq           | pairname           | stnm  | hitlo  | hitla | shift_gcarc | Peak_S | Peak_ScS | SNR2_ScS | dirPrefix                     | File                                                     |
| 201101010956 | 201101010956_S40A  | S40A  | -76.54 |  4.62 |     70.0433 |    3.3 |    3.125 |    14.42 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.S40A.BHT.sac  |
| 201101010956 | 201101010956_SADO  | SADO  | -70.03 |  8.04 |     73.0024 |   4.95 |    1.975 |    10.92 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.CN.SADO.BHT.sac  |
| 201101010956 | 201101010956_SC04  | SC04  | -83.03 |  3.25 |     73.4706 |  6.475 |    6.625 |    21.61 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.XR.SC04.BHT.sac  |
| 201101010956 | 201101010956_SC19  | SC19  | -83.23 |  2.71 |     72.7728 |  7.075 |    8.075 |    20.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.XR.SC19.BHT.sac  |
| 201101010956 | 201101010956_SC71  | SC71  | -82.07 |  1.69 |     69.7798 |  4.875 |    5.975 |    17.21 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.XR.SC71.BHT.sac  |
| 201101010956 | 201101010956_SCIA  | SCIA  | -76.41 |  6.83 |     74.0977 |  1.175 |      3.2 |    10.45 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.US.SCIA.BHT.sac  |
| 201101010956 | 201101010956_SFIN  | SFIN  | -73.85 |  5.94 |     70.7473 |   -0.5 |     2.35 |    18.16 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.SFIN.BHT.sac  |
| 201101010956 | 201101010956_SIUC  | SIUC  | -75.03 |  4.63 |     68.9801 |  0.275 |     0.65 |     8.63 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.NM.SIUC.BHT.sac  |
| 201101010956 | 201101010956_SLBS  | SLBS  |  -86.2 | -2.48 |     67.8438 |      9 |     6.65 |    13.32 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.IU.SLBS.BHT.sac  |
| 201101010956 | 201101010956_SLM   | SLM   | -75.41 |  5.11 |     70.1543 |   1.05 |     2.75 |     10.9 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.NM.SLM.BHT.sac   |
| 201101010956 | 201101010956_STCO  | STCO  | -70.14 |  7.26 |     71.5019 |  5.025 |      2.1 |    11.24 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PO.STCO.HHT.sac  |
| 201101010956 | 201101010956_SWET  | SWET  | -73.71 |  3.33 |      65.634 |  2.575 |    2.475 |    16.23 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.ET.SWET.HHT.sac  |
| 201101010956 | 201101010956_T32A  | T32A  | -79.52 |  4.51 |     72.2906 |    5.9 |      5.2 |    12.23 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T32A.BHT.sac  |
| 201101010956 | 201101010956_T33A  | T33A  | -79.22 |  4.45 |     71.9026 |   5.45 |    4.875 |    15.35 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T33A.BHT.sac  |
| 201101010956 | 201101010956_T34A  | T34A  | -78.74 |   4.4 |     71.3995 |  5.025 |    4.275 |    15.59 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T34A.BHT.sac  |
| 201101010956 | 201101010956_T35A  | T35A  | -78.44 |  4.33 |     71.0351 |  4.925 |      3.9 |     9.66 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T35A.BHT.sac  |
| 201101010956 | 201101010956_T36A  | T36A  | -78.14 |   4.4 |     70.8955 |  4.475 |     3.45 |    12.11 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T36A.BHT.sac  |
| 201101010956 | 201101010956_T40A  | T40A  | -76.59 |  4.39 |     69.6465 |  2.725 |     2.35 |    15.37 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.T40A.BHT.sac  |
| 201101010956 | 201101010956_TKL   | TKL   | -72.68 |  3.53 |     65.4027 |  2.725 |      2.1 |     13.4 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.IM.TKL.BHT.sac   |
| 201101010956 | 201101010956_TOBO  | TOBO  | -71.01 |  8.29 |     73.9152 |  3.475 |      1.8 |     6.13 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PO.TOBO.HHT.sac  |
| 201101010956 | 201101010956_TORO  | TORO  | -70.19 |  7.46 |     71.9269 |   4.75 |    1.925 |    10.09 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PO.TORO.HHT.sac  |
| 201101010956 | 201101010956_TRY   | TRY   | -67.75 |  6.97 |     70.1556 | 10.625 |      6.6 |     5.58 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.NE.TRY.BHT.sac   |
| 201101010956 | 201101010956_TUPA  | TUPA  | -68.53 |  5.71 |     67.8432 |   7.15 |        4 |     9.44 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.LD.TUPA.HHT.sac  |
| 201101010956 | 201101010956_TYNO  | TYNO  | -70.45 |  7.21 |     71.5279 |  4.575 |    1.975 |     7.21 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PO.TYNO.HHT.sac  |
| 201101010956 | 201101010956_U31A  | U31A  | -80.04 |   4.1 |     72.0329 |  6.525 |    6.275 |     11.4 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U31A.BHT.sac  |
| 201101010956 | 201101010956_U32A  | U32A  | -79.65 |   4.1 |     71.6481 |  5.725 |      5.9 |    22.13 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U32A.BHT.sac  |
| 201101010956 | 201101010956_U33A  | U33A  | -79.23 |  4.11 |     71.3006 |   4.95 |     4.75 |    35.98 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U33A.BHT.sac  |
| 201101010956 | 201101010956_U34A  | U34A  | -78.97 |   4.1 |     71.0628 |  4.675 |    4.525 |    10.75 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U34A.BHT.sac  |
| 201101010956 | 201101010956_U35A  | U35A  |  -78.6 |  4.05 |     70.6537 |    4.3 |     4.05 |    16.64 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U35A.BHT.sac  |
| 201101010956 | 201101010956_U36A  | U36A  | -78.14 |  4.05 |     70.2539 |   5.05 |     3.75 |    16.63 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U36A.BHT.sac  |
| 201101010956 | 201101010956_U37A  | U37A  | -77.85 |  4.04 |     70.0223 |   4.85 |    3.275 |    14.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U37A.BHT.sac  |
| 201101010956 | 201101010956_U38A  | U38A  | -77.51 |  4.05 |     69.7465 |  4.725 |     3.55 |    17.77 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.U38A.BHT.sac  |
| 201101010956 | 201101010956_UALR  | UALR  | -76.72 |  3.18 |     67.4879 |   3.25 |     2.05 |     7.61 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.NM.UALR.BHT.sac  |
| 201101010956 | 201101010956_UPAO  | UPAO  | -70.68 |   5.9 |     69.0465 |   4.75 |    2.775 |    11.55 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PE.UPAO.BHT.sac  |
| 201101010956 | 201101010956_UTMT  | UTMT  | -74.98 |  3.93 |      67.625 |    0.9 |    0.125 |      7.3 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.NM.UTMT.BHT.sac  |
| 201101010956 | 201101010956_V30A  | V30A  |  -80.5 |  3.81 |     71.9104 |    6.2 |      7.2 |     22.8 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.V30A.BHT.sac  |
| 201101010956 | 201101010956_V31A  | V31A  | -80.11 |   3.8 |     71.5273 |    6.7 |    7.975 |    21.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.V31A.BHT.sac  |
| 201101010956 | 201101010956_V33A  | V33A  | -79.38 |  3.79 |     70.8705 |   4.45 |    5.175 |    18.26 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.V33A.BHT.sac  |
| 201101010956 | 201101010956_V34A  | V34A  | -79.02 |  3.79 |     70.5377 |   3.95 |      4.2 |    13.73 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.V34A.BHT.sac  |
| 201101010956 | 201101010956_V35A  | V35A  | -78.72 |  3.75 |     70.1826 |    3.7 |      3.8 |    22.72 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.V35A.BHT.sac  |
| 201101010956 | 201101010956_VBMS  | VBMS  | -76.07 |  1.86 |      64.516 |   1.85 |      3.7 |      8.2 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.US.VBMS.BHT.sac  |
| 201101010956 | 201101010956_W14   | W14   | -72.94 |  1.74 |     62.0927 |    1.6 |     2.05 |        7 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.Z9.W14.BHT.sac   |
| 201101010956 | 201101010956_W30A  | W30A  | -80.51 |   3.5 |     71.3828 |    4.2 |     5.95 |    31.39 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W30A.BHT.sac  |
| 201101010956 | 201101010956_W31A  | W31A  | -80.22 |  3.49 |     71.1005 |  4.175 |     5.45 |    22.55 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W31A.BHT.sac  |
| 201101010956 | 201101010956_W32A  | W32A  |  -79.9 |  3.45 |      70.717 |   4.55 |    5.725 |    17.42 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W32A.BHT.sac  |
| 201101010956 | 201101010956_W33A  | W33A  | -79.53 |  3.45 |     70.3871 |  5.075 |    6.175 |     13.2 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W33A.BHT.sac  |
| 201101010956 | 201101010956_W34A  | W34A  | -79.21 |  3.49 |     70.1454 |  4.075 |     4.85 |    12.75 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W34A.BHT.sac  |
| 201101010956 | 201101010956_W36A  | W36A  | -78.49 |  3.41 |     69.3914 |   2.95 |    2.125 |    14.39 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W36A.BHT.sac  |
| 201101010956 | 201101010956_W38A  | W38A  | -77.71 |  3.35 |     68.6159 |  5.025 |     3.95 |    10.44 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.W38A.BHT.sac  |
| 201101010956 | 201101010956_WCNY  | WCNY  | -68.56 |  7.61 |     71.6573 |   6.35 |    2.625 |     8.03 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.LD.WCNY.HHT.sac  |
| 201101010956 | 201101010956_WHAR  | WHAR  | -76.65 |  3.44 |     67.9091 |      4 |    3.275 |    12.95 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.AG.WHAR.HHT.sac  |
| 201101010956 | 201101010956_WHTX  | WHTX  | -79.37 |  1.81 |     67.2877 |  3.325 |    3.575 |     16.4 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.WHTX.BHT.sac  |
| 201101010956 | 201101010956_WLAR  | WLAR  | -77.17 |  2.63 |     66.8324 |    4.6 |      3.7 |     4.33 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.AG.WLAR.HHT.sac  |
| 201101010956 | 201101010956_WLVO  | WLVO  | -69.76 |   7.6 |     72.0598 |   5.05 |     1.95 |     8.83 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PO.WLVO.HHT.sac  |
| 201101010956 | 201101010956_WMOK  | WMOK  | -79.72 |  3.24 |     70.1841 |   4.05 |    4.875 |    20.53 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.US.WMOK.BHT.sac  |
| 201101010956 | 201101010956_WRPS  | WRPS  |  -69.7 |  6.04 |     68.9178 |   5.85 |     2.05 |    12.71 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.PE.WRPS.BHT.sac  |
| 201101010956 | 201101010956_WVNY  | WVNY  | -69.94 |  6.85 |     70.6188 |    5.8 |        3 |     6.63 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.LD.WVNY.BHT.sac  |
| 201101010956 | 201101010956_WVT   | WVT   | -74.52 |  3.81 |     67.0805 |  0.125 |   -0.125 |    12.26 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.IU.WVT.BHT.sac   |
| 201101010956 | 201101010956_X30A  | X30A  | -80.74 |  3.13 |     70.9352 |   3.15 |     4.85 |    19.44 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.X30A.BHT.sac  |
| 201101010956 | 201101010956_X31A  | X31A  | -80.29 |   3.2 |     70.6511 |  3.375 |    5.125 |    19.28 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.X31A.BHT.sac  |
| 201101010956 | 201101010956_X32A  | X32A  |    -80 |  3.09 |     70.1541 |    3.8 |     5.05 |    24.57 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.X32A.BHT.sac  |
| 201101010956 | 201101010956_X33A  | X33A  | -79.62 |  3.14 |     69.9016 |   3.65 |      5.1 |    20.03 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.X33A.BHT.sac  |
| 201101010956 | 201101010956_X34A  | X34A  |  -79.3 |  3.16 |     69.6411 |  3.975 |     4.65 |    18.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.X34A.BHT.sac  |
| 201101010956 | 201101010956_Y22D  | Y22D  |  -83.6 |  3.02 |     73.7131 |  8.675 |    7.575 |     14.2 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y22D.BHT.sac  |
| 201101010956 | 201101010956_Y30A  | Y30A  | -80.81 |  2.83 |     70.4735 |  2.925 |    4.875 |    22.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y30A.BHT.sac  |
| 201101010956 | 201101010956_Y31A  | Y31A  |  -80.5 |  2.87 |     70.2379 |  3.075 |      4.9 |    24.63 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y31A.BHT.sac  |
| 201101010956 | 201101010956_Y32A  | Y32A  | -80.11 |  2.87 |      69.891 |  3.325 |    4.875 |    22.47 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y32A.BHT.sac  |
| 201101010956 | 201101010956_Y33A  | Y33A  | -79.73 |  2.87 |     69.5076 |  2.875 |    4.275 |    22.93 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y33A.BHT.sac  |
| 201101010956 | 201101010956_Y34A  | Y34A  | -79.33 |  2.83 |     69.0686 |  2.975 |     3.45 |    23.15 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y34A.BHT.sac  |
| 201101010956 | 201101010956_Y36A  | Y36A  | -78.64 |  2.77 |     68.3639 |    4.8 |     3.95 |    10.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y36A.BHT.sac  |
| 201101010956 | 201101010956_Y37A  | Y37A  | -78.32 |  2.81 |     68.1429 |  4.675 |    4.575 |    19.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y37A.BHT.sac  |
| 201101010956 | 201101010956_Y38A  | Y38A  | -77.91 |  2.78 |     67.7206 |      4 |      3.7 |     19.8 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y38A.BHT.sac  |
| 201101010956 | 201101010956_Y39A  | Y39A  | -77.61 |  2.77 |     67.4621 |  3.225 |     3.25 |    22.31 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Y39A.BHT.sac  |
| 201101010956 | 201101010956_Z30A  | Z30A  | -80.98 |  2.52 |     70.1078 |   2.85 |     4.55 |    23.12 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z30A.BHT.sac  |
| 201101010956 | 201101010956_Z32A  | Z32A  |  -80.2 |  2.51 |     69.3275 |  2.575 |    3.475 |    17.82 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z32A.BHT.sac  |
| 201101010956 | 201101010956_Z34A  | Z34A  | -79.46 |  2.52 |     68.6512 |   3.15 |    4.125 |    18.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z34A.BHT.sac  |
| 201101010956 | 201101010956_Z35A  | Z35A  | -79.15 |   2.5 |     68.3153 |    3.4 |      3.7 |    23.51 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z35A.BHT.sac  |
| 201101010956 | 201101010956_Z36A  | Z36A  | -78.77 |  2.46 |     67.8858 |  4.525 |    4.325 |     9.55 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z36A.BHT.sac  |
| 201101010956 | 201101010956_Z37A  | Z37A  | -78.39 |  2.41 |     67.4783 |  4.875 |    5.225 |    11.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201101010956/201101010956.TA.Z37A.BHT.sac  |
| 201103061231 | 201103061231_035Z  | 035Z  |  -83.2 |  4.23 |     51.0464 |  4.575 |    4.625 |     8.36 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.035Z.BHT.sac  |
| 201103061231 | 201103061231_133A  | 133A  | -83.15 |  7.39 |     56.4535 |   3.45 |     2.65 |    17.77 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.133A.BHT.sac  |
| 201103061231 | 201103061231_134A  | 134A  | -82.76 |  7.37 |     56.0392 |  3.275 |     2.45 |    22.19 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.134A.BHT.sac  |
| 201103061231 | 201103061231_135A  | 135A  | -82.45 |  7.35 |     55.7287 |   3.95 |    3.225 |    19.63 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.135A.BHT.sac  |
| 201103061231 | 201103061231_136A  | 136A  | -82.05 |  7.29 |     55.2673 |  4.625 |    3.775 |    10.29 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.136A.BHT.sac  |
| 201103061231 | 201103061231_138A  | 138A  | -81.36 |  7.36 |     54.8064 |    5.1 |    4.025 |    14.27 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.138A.BHT.sac  |
| 201103061231 | 201103061231_141A  | 141A  | -80.35 |   7.3 |      53.892 |   3.45 |     4.25 |     6.92 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.141A.BHT.sac  |
| 201103061231 | 201103061231_142A  | 142A  | -79.91 |  7.26 |     53.4733 |   0.95 |    4.975 |      4.4 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.142A.BHT.sac  |
| 201103061231 | 201103061231_143A  | 143A  | -79.64 |  7.33 |     53.4093 | -0.025 |    2.225 |     4.28 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.143A.BHT.sac  |
| 201103061231 | 201103061231_233A  | 233A  | -83.19 |   7.1 |     55.9671 |   2.75 |    2.075 |    12.49 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.233A.BHT.sac  |
| 201103061231 | 201103061231_234A  | 234A  | -82.83 |  7.07 |     55.5976 |  2.875 |      2.7 |    10.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.234A.BHT.sac  |
| 201103061231 | 201103061231_236A  | 236A  | -82.08 |  7.05 |     54.8633 |    4.2 |     3.05 |    16.72 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.236A.BHT.sac  |
| 201103061231 | 201103061231_237A  | 237A  | -81.75 |  7.04 |     54.5577 |  5.425 |     3.75 |    11.14 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.237A.BHT.sac  |
| 201103061231 | 201103061231_238A  | 238A  | -81.43 |  7.03 |     54.2623 |  5.425 |     3.95 |    11.35 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.238A.BHT.sac  |
| 201103061231 | 201103061231_239A  | 239A  | -81.12 |  7.03 |     54.0108 |   4.85 |    3.375 |     8.59 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.239A.BHT.sac  |
| 201103061231 | 201103061231_240A  | 240A  | -80.79 |  7.03 |     53.7369 |  4.575 |    3.825 |      9.5 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.240A.BHT.sac  |
| 201103061231 | 201103061231_241A  | 241A  | -80.39 |     7 |      53.386 |   3.55 |    4.575 |     8.55 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.241A.BHT.sac  |
| 201103061231 | 201103061231_242A  | 242A  | -80.03 |  7.01 |     53.1288 |  2.375 |    4.175 |     3.91 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.242A.BHT.sac  |
| 201103061231 | 201103061231_334A  | 334A  | -82.94 |  6.74 |      55.085 |   3.85 |      2.7 |    13.16 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.334A.BHT.sac  |
| 201103061231 | 201103061231_335A  | 335A  | -82.56 |   6.7 |     54.6659 |   3.75 |     2.65 |    10.14 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.335A.BHT.sac  |
| 201103061231 | 201103061231_336A  | 336A  | -82.28 |  6.74 |      54.495 |   3.55 |     2.45 |    10.93 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.336A.BHT.sac  |
| 201103061231 | 201103061231_337A  | 337A  | -81.83 |  6.68 |     54.0144 |   6.15 |    4.025 |    21.97 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.337A.BHT.sac  |
| 201103061231 | 201103061231_338A  | 338A  | -81.56 |   6.7 |     53.7976 |   5.95 |      4.3 |       11 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.338A.BHT.sac  |
| 201103061231 | 201103061231_339A  | 339A  | -81.21 |  6.68 |     53.4523 |  5.025 |    4.125 |     5.87 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.339A.BHT.sac  |
| 201103061231 | 201103061231_340A  | 340A  | -80.89 |  6.71 |     53.2564 |   3.95 |    3.825 |     7.48 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.340A.BHT.sac  |
| 201103061231 | 201103061231_433A  | 433A  | -83.38 |  6.45 |     55.0172 |    4.6 |    2.725 |     21.7 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.433A.BHT.sac  |
| 201103061231 | 201103061231_434A  | 434A  | -82.99 |  6.47 |     54.6711 |  4.775 |    3.025 |    20.08 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.434A.BHT.sac  |
| 201103061231 | 201103061231_435B  | 435B  | -82.67 |  6.44 |     54.3294 |    4.1 |    3.625 |    20.32 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.435B.BHT.sac  |
| 201103061231 | 201103061231_437A  | 437A  | -81.98 |  6.44 |     53.7134 |   5.35 |     4.15 |    10.34 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.437A.BHT.sac  |
| 201103061231 | 201103061231_438A  | 438A  | -81.68 |  6.39 |     53.3556 |  5.675 |     5.05 |     8.89 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.438A.BHT.sac  |
| 201103061231 | 201103061231_440A  | 440A  | -80.97 |  6.37 |     52.7115 |  5.725 |     5.05 |     7.01 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.440A.BHT.sac  |
| 201103061231 | 201103061231_533A  | 533A  | -83.41 |   6.1 |     54.4401 |   4.05 |    3.925 |    23.94 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.533A.BHT.sac  |
| 201103061231 | 201103061231_534A  | 534A  | -83.14 |  6.06 |     54.1288 |  3.775 |    3.125 |    19.96 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.534A.BHT.sac  |
| 201103061231 | 201103061231_535A  | 535A  | -82.72 |  6.06 |     53.7041 |    2.7 |      2.7 |    18.25 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.535A.BHT.sac  |
| 201103061231 | 201103061231_536A  | 536A  | -82.48 |  6.07 |     53.5038 |  3.275 |    3.125 |    11.39 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.536A.BHT.sac  |
| 201103061231 | 201103061231_539A  | 539A  | -81.36 |  6.05 |     52.4892 |      7 |     5.45 |     6.31 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.539A.BHT.sac  |
| 201103061231 | 201103061231_633A  | 633A  | -83.52 |  5.78 |     54.0194 |  3.675 |     4.35 |    22.32 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.633A.BHT.sac  |
| 201103061231 | 201103061231_634A  | 634A  | -83.13 |  5.73 |     53.5462 |   2.55 |    2.925 |    12.84 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/201103061231/201103061231.TA.634A.BHT.sac  |
