+--------------+--------------------+-------+--------+-------+-------------+--------+----------+----------+-------------------------------+----------------------------------------------------------+
| eq           | pairname           | stnm  | hitlo  | hitla | shift_gcarc | Peak_S | Peak_ScS | SNR2_ScS | dirPrefix                     | File                                                     |
| 200810122055 | 200810122055_IRM   | IRM   |    -88 |  7.29 |     71.4155 |  7.575 |     5.05 |     3.31 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.IRM.BHT.sac   |
| 200810122055 | 200810122055_ISA   | ISA   | -89.26 |  8.24 |     74.4803 |   7.85 |    5.175 |     9.24 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.ISA.BHT.sac   |
| 200810122055 | 200810122055_ISCO  | ISCO  | -82.88 |  9.98 |      70.024 |   8.35 |      6.1 |     7.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.ISCO.BHT.sac  |
| 200810122055 | 200810122055_J20A  | J20A  | -83.36 | 11.94 |     73.9066 |      6 |    2.025 |     8.18 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.J20A.BHT.sac  |
| 200810122055 | 200810122055_J21A  | J21A  | -83.09 | 11.91 |     73.5839 |    6.2 |    1.675 |      1.9 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.J21A.BHT.sac  |
| 200810122055 | 200810122055_J22A  | J22A  | -82.67 | 11.91 |     73.1731 |  4.175 |     0.55 |     5.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.J22A.BHT.sac  |
| 200810122055 | 200810122055_JCT   | JCT   | -81.33 |  4.97 |     59.8433 |  1.825 |     2.85 |    15.26 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.JCT.BHT.sac   |
| 200810122055 | 200810122055_JLU   | JLU   | -85.29 | 10.63 |     73.6264 |  7.625 |     4.15 |     2.93 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.UU.JLU.HHT.sac   |
| 200810122055 | 200810122055_K19A  | K19A  | -83.78 |  11.7 |     73.8911 |  5.725 |      1.8 |     12.2 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.K19A.BHT.sac  |
| 200810122055 | 200810122055_K21A  | K21A  | -83.13 | 11.53 |     72.9539 |   6.35 |    3.225 |     7.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.K21A.BHT.sac  |
| 200810122055 | 200810122055_K22A  | K22A  | -82.82 | 11.51 |     72.6151 |   6.75 |    2.475 |     5.79 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.K22A.BHT.sac  |
| 200810122055 | 200810122055_KNW   | KNW   | -88.79 |  7.11 |     72.1384 |  9.475 |    6.425 |     1.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.AZ.KNW.BHT.sac   |
| 200810122055 | 200810122055_KSU1  | KSU1  | -79.01 |  9.35 |     65.3204 |  0.425 |     1.95 |    19.14 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.KSU1.BHT.sac  |
| 200810122055 | 200810122055_L16A  | L16A  | -85.02 | 11.38 |      74.617 |      6 |     2.55 |     7.19 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L16A.BHT.sac  |
| 200810122055 | 200810122055_L18A  | L18A  | -84.44 | 11.27 |     73.8376 |   6.35 |      2.1 |     6.78 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L18A.BHT.sac  |
| 200810122055 | 200810122055_L19A  | L19A  | -84.12 | 11.33 |     73.6073 |  6.975 |    3.075 |    10.82 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L19A.BHT.sac  |
| 200810122055 | 200810122055_L20A  | L20A  |  -83.7 | 11.24 |     73.0248 |  6.725 |     3.35 |     7.92 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L20A.BHT.sac  |
| 200810122055 | 200810122055_L21A  | L21A  |  -83.3 | 11.18 |     72.5185 |   6.95 |    3.325 |    12.93 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L21A.BHT.sac  |
| 200810122055 | 200810122055_L22A  | L22A  | -82.89 | 11.18 |     72.1123 |      8 |    4.225 |     3.85 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L22A.BHT.sac  |
| 200810122055 | 200810122055_L23A  | L23A  | -82.56 | 11.19 |     71.8227 |  7.075 |     4.15 |     4.29 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L23A.BHT.sac  |
| 200810122055 | 200810122055_L24A  | L24A  | -82.24 | 11.13 |     71.3925 |  6.575 |     3.45 |     6.13 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.L24A.BHT.sac  |
| 200810122055 | 200810122055_LAO   | LAO   | -81.97 | 13.61 |     75.5551 |   3.65 |      0.7 |     3.12 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.LAO.BHT.sac   |
| 200810122055 | 200810122055_LBNH  | LBNH  | -67.93 | 11.53 |     63.7538 |  5.375 |    1.675 |     5.13 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.LBNH.BHT.sac  |
| 200810122055 | 200810122055_LONY  | LONY  | -69.04 | 11.74 |     64.4032 |  3.525 |      0.7 |     9.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.LONY.BHT.sac  |
| 200810122055 | 200810122055_LRL   | LRL   | -88.94 |   8.1 |     73.8736 |    7.9 |    5.025 |     3.12 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.LRL.BHT.sac   |
| 200810122055 | 200810122055_LVA2  | LVA2  | -88.77 |   6.9 |     71.8117 |   9.35 |    6.725 |     4.49 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.AZ.LVA2.BHT.sac  |
| 200810122055 | 200810122055_M15A  | M15A  | -85.56 | 11.13 |     74.7685 |   7.25 |    3.475 |     6.96 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M15A.BHT.sac  |
| 200810122055 | 200810122055_M16A  | M16A  | -85.24 | 11.02 |     74.2262 |  7.175 |     3.75 |     5.86 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M16A.BHT.sac  |
| 200810122055 | 200810122055_M17A  | M17A  | -84.79 | 11.06 |     73.8405 |  6.475 |    2.275 |      4.7 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M17A.BHT.sac  |
| 200810122055 | 200810122055_M18A  | M18A  | -84.55 | 11.01 |     73.4834 |  5.975 |    1.775 |     7.41 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M18A.BHT.sac  |
| 200810122055 | 200810122055_M19A  | M19A  | -84.14 | 11.01 |     73.0695 |    6.3 |    2.625 |     7.64 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M19A.BHT.sac  |
| 200810122055 | 200810122055_M20A  | M20A  | -83.72 | 10.96 |     72.5674 |  7.125 |    2.675 |      4.5 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M20A.BHT.sac  |
| 200810122055 | 200810122055_M21A  | M21A  | -83.35 | 10.99 |     72.2495 |    7.1 |    3.275 |     5.04 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M21A.BHT.sac  |
| 200810122055 | 200810122055_M22A  | M22A  | -83.06 | 10.86 |     71.7166 |    7.8 |     5.15 |      2.9 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M22A.BHT.sac  |
| 200810122055 | 200810122055_M23A  | M23A  | -82.67 | 10.86 |     71.3279 |   7.15 |     3.95 |     2.99 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M23A.BHT.sac  |
| 200810122055 | 200810122055_M24A  | M24A  | -82.29 | 10.83 |     70.9068 |  6.675 |    4.825 |     4.18 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.M24A.BHT.sac  |
| 200810122055 | 200810122055_MCWV  | MCWV  | -71.55 |  9.32 |     60.4662 |  3.225 |        2 |    11.81 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.MCWV.BHT.sac  |
| 200810122055 | 200810122055_MIAR  | MIAR  | -78.09 |  6.95 |     60.1947 | -0.475 |    2.125 |     4.01 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.MIAR.BHT.sac  |
| 200810122055 | 200810122055_MMNY  | MMNY  | -70.55 | 10.83 |     63.0476 |    2.1 |      0.6 |     10.4 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.MMNY.BHT.sac  |
| 200810122055 | 200810122055_MONP2 | MONP2 | -88.78 |  6.64 |     71.4202 |  8.425 |      5.8 |      3.9 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.AZ.MONP2.BHT.sac |
| 200810122055 | 200810122055_MPU   | MPU   | -85.47 | 10.32 |     73.3136 |   7.75 |    4.925 |     2.16 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.UU.MPU.HHT.sac   |
| 200810122055 | 200810122055_MSNJ  | MSNJ  | -69.01 |  9.88 |     60.6947 |   3.85 |    3.025 |     5.42 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.MSNJ.HHT.sac  |
| 200810122055 | 200810122055_MSTX  | MSTX  | -82.36 |  6.84 |     64.1122 |  0.475 |    3.925 |     6.66 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.MSTX.BHT.sac  |
| 200810122055 | 200810122055_MUR   | MUR   | -89.02 |  7.05 |     72.3788 |  8.675 |    5.725 |     4.24 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.MUR.BHT.sac   |
| 200810122055 | 200810122055_MVCO  | MVCO  | -84.54 |  8.71 |     69.5927 |  5.175 |      6.1 |     5.84 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.MVCO.BHT.sac  |
| 200810122055 | 200810122055_MVL   | MVL   | -69.99 |  9.46 |     60.1451 |  2.725 |     1.65 |     7.53 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.MVL.BHT.sac   |
| 200810122055 | 200810122055_N01   | N01   | -83.38 | 10.21 |     70.9114 |    9.8 |      5.8 |     1.52 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N01.BHT.sac   |
| 200810122055 | 200810122055_N02   | N02   | -83.09 | 10.15 |      70.535 |  8.125 |        6 |     1.85 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N02.BHT.sac   |
| 200810122055 | 200810122055_N04   | N04   | -83.34 | 10.08 |     70.6632 |  8.875 |      5.9 |     4.37 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N04.BHT.sac   |
| 200810122055 | 200810122055_N05   | N05   | -83.17 | 10.05 |     70.4321 |  8.075 |    6.575 |     6.39 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N05.BHT.sac   |
| 200810122055 | 200810122055_N06   | N06   | -83.52 |  9.99 |     70.6975 |  8.675 |     6.15 |     4.13 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N06.BHT.sac   |
| 200810122055 | 200810122055_N07   | N07   |  -83.9 |  9.99 |      71.086 |    8.8 |     5.85 |     3.54 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N07.BHT.sac   |
| 200810122055 | 200810122055_N08   | N08   | -83.11 |  9.87 |     70.0545 |   8.35 |     6.35 |     1.42 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N08.BHT.sac   |
| 200810122055 | 200810122055_N09   | N09   | -83.58 |  9.87 |     70.5409 |  7.725 |    6.775 |     3.81 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N09.BHT.sac   |
| 200810122055 | 200810122055_N12   | N12   | -84.09 |  9.79 |     70.9495 |  7.675 |      4.6 |     2.59 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N12.BHT.sac   |
| 200810122055 | 200810122055_N13   | N13   | -83.27 |   9.7 |     69.9464 |  7.775 |    6.425 |     1.17 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N13.BHT.sac   |
| 200810122055 | 200810122055_N14   | N14   | -83.99 |  9.75 |     70.7719 |   6.35 |    6.375 |     1.38 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N14.BHT.sac   |
| 200810122055 | 200810122055_N15   | N15   | -83.04 |  9.66 |     69.6208 |  7.325 |     6.15 |     1.06 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N15.BHT.sac   |
| 200810122055 | 200810122055_N16   | N16   | -84.29 |  9.74 |     71.0636 |  7.275 |      4.4 |     1.36 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N16.BHT.sac   |
| 200810122055 | 200810122055_N18   | N18   | -83.76 |  9.63 |     70.3244 |  7.325 |    6.525 |     1.32 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N18.BHT.sac   |
| 200810122055 | 200810122055_N18A  | N18A  | -84.45 | 10.75 |     72.9521 |   5.75 |     2.85 |     5.58 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N18A.BHT.sac  |
| 200810122055 | 200810122055_N19   | N19   | -82.97 |  9.56 |     69.3821 |  7.525 |     6.25 |     2.03 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N19.BHT.sac   |
| 200810122055 | 200810122055_N19A  | N19A  | -84.26 | 10.69 |     72.6334 |  6.175 |      2.4 |     5.01 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N19A.BHT.sac  |
| 200810122055 | 200810122055_N20A  | N20A  | -83.87 | 10.62 |      72.129 |    6.6 |    4.725 |     2.17 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N20A.BHT.sac  |
| 200810122055 | 200810122055_N21   | N21   | -84.29 |  9.59 |     70.8168 |   7.75 |    5.275 |     3.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N21.BHT.sac   |
| 200810122055 | 200810122055_N21A  | N21A  | -83.56 | 10.56 |     71.6959 |   6.95 |    4.675 |     6.09 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N21A.BHT.sac  |
| 200810122055 | 200810122055_N22   | N22   |    -84 |  9.53 |     70.4075 |   7.75 |    6.225 |     3.83 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N22.BHT.sac   |
| 200810122055 | 200810122055_N22A  | N22A  | -83.09 | 10.54 |     71.1935 |   8.55 |     4.85 |      4.3 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N22A.BHT.sac  |
| 200810122055 | 200810122055_N23   | N23   | -82.99 |  9.43 |     69.1787 |    7.3 |      6.9 |     2.59 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N23.BHT.sac   |
| 200810122055 | 200810122055_N23A  | N23A  | -82.86 | 10.57 |     71.0104 |  8.225 |    5.075 |    10.14 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N23A.BHT.sac  |
| 200810122055 | 200810122055_N24A  | N24A  | -82.41 |  10.5 |     70.4407 |   7.45 |      4.8 |     6.16 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N24A.BHT.sac  |
| 200810122055 | 200810122055_N25A  | N25A  | -82.06 | 10.46 |     70.0546 |  6.975 |    4.925 |     5.79 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.N25A.BHT.sac  |
| 200810122055 | 200810122055_N26   | N26   | -83.56 |  9.34 |     69.6078 |    7.5 |      6.1 |     5.45 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N26.BHT.sac   |
| 200810122055 | 200810122055_N29   | N29   | -83.46 |  9.27 |     69.3987 |   7.15 |     5.65 |     3.92 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.XP.N29.BHT.sac   |
| 200810122055 | 200810122055_NATX  | NATX  | -78.82 |  5.55 |     58.3297 |   3.05 |      3.8 |     3.26 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.NATX.BHT.sac  |
| 200810122055 | 200810122055_NCB   | NCB   | -68.92 | 11.42 |     63.7307 |  4.125 |      0.5 |     1.16 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.NCB.BHT.sac   |
| 200810122055 | 200810122055_NEE2  | NEE2  | -87.67 |  7.61 |     71.4854 |  7.275 |    4.525 |     1.81 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.NEE2.BHT.sac  |
| 200810122055 | 200810122055_NLU   | NLU   | -85.67 | 10.31 |     73.5132 |   8.65 |      5.2 |     3.38 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.UU.NLU.HHT.sac   |
| 200810122055 | 200810122055_NPNY  | NPNY  | -68.96 | 10.31 |     61.5367 |   3.35 |    0.975 |     4.18 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.NPNY.BHT.sac  |
| 200810122055 | 200810122055_O16A  | O16A  | -85.38 | 10.41 |     73.3767 |   8.05 |      4.7 |     3.22 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O16A.BHT.sac  |
| 200810122055 | 200810122055_O17A  | O17A  | -85.05 | 10.38 |     72.9551 |  7.425 |    4.275 |     1.57 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O17A.BHT.sac  |
| 200810122055 | 200810122055_O18A  | O18A  | -84.72 | 10.39 |      72.615 |   8.35 |     3.85 |     4.67 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O18A.BHT.sac  |
| 200810122055 | 200810122055_O19A  | O19A  | -84.33 | 10.37 |     72.1826 |   5.25 |     3.55 |     3.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O19A.BHT.sac  |
| 200810122055 | 200810122055_O20A  | O20A  | -83.97 | 10.25 |     71.6035 |  6.225 |    4.875 |     2.54 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O20A.BHT.sac  |
| 200810122055 | 200810122055_O21A  | O21A  | -83.62 | 10.26 |     71.2597 |  9.825 |     5.55 |     3.88 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O21A.BHT.sac  |
| 200810122055 | 200810122055_O22A  | O22A  | -83.23 |  10.2 |     70.7567 |  8.475 |     5.55 |     5.51 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O22A.BHT.sac  |
| 200810122055 | 200810122055_O23A  | O23A  | -82.95 |  10.2 |     70.4784 |   7.95 |    5.425 |     6.42 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O23A.BHT.sac  |
| 200810122055 | 200810122055_O24A  | O24A  | -82.59 | 10.13 |     70.0033 |  7.375 |     5.25 |     7.56 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O24A.BHT.sac  |
| 200810122055 | 200810122055_O25A  | O25A  | -82.18 | 10.09 |     69.5203 |      7 |      5.5 |        6 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.O25A.BHT.sac  |
| 200810122055 | 200810122055_OGNE  | OGNE  | -81.15 | 10.46 |     69.1926 |   5.65 |      4.6 |     1.23 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.OGNE.BHT.sac  |
| 200810122055 | 200810122055_OLIL  | OLIL  | -75.27 |  8.98 |      61.827 | -3.825 |    0.275 |     3.93 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.NM.OLIL.BHT.sac  |
| 200810122055 | 200810122055_OXF   | OXF   | -76.18 |  6.86 |     58.5078 |   -3.1 |   -0.175 |     3.91 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.OXF.BHT.sac   |
| 200810122055 | 200810122055_P14A  | P14A  | -86.17 | 10.15 |     73.8243 |  9.275 |    5.875 |     3.27 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P14A.BHT.sac  |
| 200810122055 | 200810122055_P15A  | P15A  | -85.83 | 10.11 |     73.3584 |  9.025 |     5.95 |     5.87 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P15A.BHT.sac  |
| 200810122055 | 200810122055_P16A  | P16A  | -85.55 | 10.11 |     73.0429 |   8.05 |     5.25 |     3.76 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P16A.BHT.sac  |
| 200810122055 | 200810122055_P17A  | P17A  | -85.17 |    10 |     72.4541 |  7.225 |    3.875 |     9.85 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P17A.BHT.sac  |
| 200810122055 | 200810122055_P18A  | P18A  | -84.93 | 10.06 |     72.2958 |   7.55 |    4.025 |     6.97 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P18A.BHT.sac  |
| 200810122055 | 200810122055_P19A  | P19A  | -84.38 | 10.01 |     71.6247 |  5.275 |    4.225 |     4.04 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P19A.BHT.sac  |
| 200810122055 | 200810122055_P20A  | P20A  | -84.14 |  9.92 |     71.2149 |  6.575 |     5.05 |     2.89 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P20A.BHT.sac  |
| 200810122055 | 200810122055_P22A  | P22A  | -83.41 |  9.91 |     70.4392 |    8.9 |    6.475 |     1.82 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P22A.BHT.sac  |
| 200810122055 | 200810122055_P24A  | P24A  | -82.61 |  9.81 |     69.4453 |  7.125 |     5.85 |     2.39 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P24A.BHT.sac  |
| 200810122055 | 200810122055_P25A  | P25A  | -82.29 |  9.78 |     69.0789 |    5.9 |    5.975 |     4.23 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.P25A.BHT.sac  |
| 200810122055 | 200810122055_PAL   | PAL   | -68.88 |  9.93 |     60.7792 |  2.575 |     1.85 |     8.32 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.PAL.BHT.sac   |
| 200810122055 | 200810122055_PANJ  | PANJ  | -69.25 |  9.63 |      60.266 |   3.05 |    2.475 |     7.77 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.PANJ.BHT.sac  |
| 200810122055 | 200810122055_PASC  | PASC  | -89.38 |   7.4 |     73.3677 |   7.05 |    4.425 |     4.35 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.PASC.BHT.sac  |
| 200810122055 | 200810122055_PDM   | PDM   | -87.52 |  7.34 |     70.8942 |    7.5 |    5.175 |     6.69 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.PDM.BHT.sac   |
| 200810122055 | 200810122055_PFO   | PFO   | -88.68 |  7.04 |     71.9109 |  9.775 |    6.525 |     2.87 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.AZ.PFO.BHT.sac   |
| 200810122055 | 200810122055_PHWY  | PHWY  | -82.59 | 10.76 |     71.0834 |  7.725 |     4.95 |     3.97 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.IW.PHWY.BHT.sac  |
| 200810122055 | 200810122055_PKME  | PKME  | -66.79 | 12.03 |     64.5701 |   3.35 |   -0.425 |     3.43 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.US.PKME.BHT.sac  |
| 200810122055 | 200810122055_PLM   | PLM   | -88.91 |  6.91 |      72.008 |    8.9 |      6.3 |     5.01 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.CI.PLM.BHT.sac   |
| 200810122055 | 200810122055_PRNY  | PRNY  | -69.97 | 10.69 |     62.5739 |   2.25 |     0.05 |     2.06 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.PRNY.BHT.sac  |
| 200810122055 | 200810122055_PTN   | PTN   | -69.21 | 11.71 |     64.4047 |  3.425 |      0.7 |     6.45 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.LD.PTN.BHT.sac   |
| 200810122055 | 200810122055_PVMO  | PVMO  | -76.17 |  7.83 |     60.2981 |  -0.85 |     0.55 |     4.19 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.NM.PVMO.BHT.sac  |
| 200810122055 | 200810122055_Q14A  | Q14A  | -86.37 |  9.84 |      73.518 |   8.95 |    5.775 |     6.19 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.Q14A.BHT.sac  |
| 200810122055 | 200810122055_Q15A  | Q15A  | -85.97 |   9.8 |     73.0185 |   8.65 |     5.75 |     6.85 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.Q15A.BHT.sac  |
| 200810122055 | 200810122055_Q16A  | Q16A  | -85.46 |  9.71 |     72.2979 |  6.775 |      4.5 |      4.9 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.Q16A.BHT.sac  |
| 200810122055 | 200810122055_Q18A  | Q18A  | -84.97 |  9.77 |     71.8592 |   6.65 |      4.2 |    10.55 | /Users/shuleyu/PROJ/t041.CA_D | NorthAmerican/200810122055/200810122055.TA.Q18A.BHT.sac  |
