+----------------------+-----------+------+------+--------------+-------------+
| modelname            | thickness | dvs  | drho | criticalDist | awayFromCMB |
| UHVZ_201500002685    |        15 |    5 |  7.5 |      70.4824 |           0 |
| UHVZ_201500002686    |        15 |    6 |  7.5 |      68.2886 |           0 |
| UHVZ_201500002687    |        15 |    7 |  7.5 |       66.181 |           0 |
| UHVZ_201500002688    |        15 |    8 |  7.5 |       64.473 |           0 |
| UHVZ_201500002689    |        15 |    9 |  7.5 |      62.7793 |           0 |
| UHVZ_201500002690    |        15 |   10 |  7.5 |      61.2925 |           0 |
| UHVZ_201500002691    |        15 |   11 |  7.5 |      59.8895 |           0 |
| UHVZ_201500002692    |        15 |   12 |  7.5 |      58.6458 |           0 |
| UHVZ_201500002693    |        15 |   13 |  7.5 |      57.3755 |           0 |
| UHVZ_201500002694    |        15 |   14 |  7.5 |      56.2417 |           0 |
| UHVZ_201500002695    |        15 |   15 |  7.5 |      55.1527 |           0 |
| UHVZ_201500002696    |        15 |   16 |  7.5 |      54.1779 |           0 |
| UHVZ_201500002697    |        15 |   17 |  7.5 |      53.2352 |           0 |
| UHVZ_201500002698    |        15 |   18 |  7.5 |      52.3221 |           0 |
| UHVZ_201500002699    |        15 |   19 |  7.5 |      51.4363 |           0 |
| UHVZ_201500002700    |        15 |   20 |  7.5 |      50.5759 |           0 |
| UHVZ_201500002701    |        16 |    1 |  7.5 |      85.3726 |           0 |
| UHVZ_201500002702    |        16 |    2 |  7.5 |      79.9731 |           0 |
| UHVZ_201500002703    |        16 |    3 |  7.5 |      76.2272 |           0 |
| UHVZ_201500002704    |        16 |    4 |  7.5 |      72.9942 |           0 |
| UHVZ_201500002705    |        16 |    5 |  7.5 |      70.5248 |           0 |
| UHVZ_201500002706    |        16 |    6 |  7.5 |      68.1953 |           0 |
| UHVZ_201500002707    |        16 |    7 |  7.5 |      66.2133 |           0 |
| UHVZ_201500002708    |        16 |    8 |  7.5 |      64.3926 |           0 |
| UHVZ_201500002709    |        16 |    9 |  7.5 |      62.8059 |           0 |
| UHVZ_201500002710    |        16 |   10 |  7.5 |      61.2211 |           0 |
| UHVZ_201500002711    |        16 |   11 |  7.5 |      59.9125 |           0 |
| UHVZ_201500002712    |        16 |   12 |  7.5 |      58.5808 |           0 |
| UHVZ_201500002713    |        16 |   13 |  7.5 |       57.396 |           0 |
| UHVZ_201500002714    |        16 |   14 |  7.5 |      56.2611 |           0 |
| UHVZ_201500002715    |        16 |   15 |  7.5 |      55.1713 |           0 |
| UHVZ_201500002716    |        16 |   16 |  7.5 |      54.1221 |           0 |
| UHVZ_201500002717    |        16 |   17 |  7.5 |      53.1812 |           0 |
| UHVZ_201500002718    |        16 |   18 |  7.5 |      52.2698 |           0 |
| UHVZ_201500002719    |        16 |   19 |  7.5 |      51.3855 |           0 |
| UHVZ_201500002720    |        16 |   20 |  7.5 |      50.5917 |           0 |
| UHVZ_201500002721    |        17 |    1 |  7.5 |      85.5152 |           0 |
| UHVZ_201500002722    |        17 |    2 |  7.5 |      80.0593 |           0 |
| UHVZ_201500002723    |        17 |    3 |  7.5 |      76.0941 |           0 |
| UHVZ_201500002724    |        17 |    4 |  7.5 |      73.0445 |           0 |
| UHVZ_201500002725    |        17 |    5 |  7.5 |      70.4223 |           0 |
| UHVZ_201500002726    |        17 |    6 |  7.5 |      68.2318 |           0 |
| UHVZ_201500002727    |        17 |    7 |  7.5 |      66.1273 |           0 |
| UHVZ_201500002728    |        17 |    8 |  7.5 |      64.4217 |           0 |
| UHVZ_201500002729    |        17 |    9 |  7.5 |      62.7303 |           0 |
| UHVZ_201500002730    |        17 |   10 |  7.5 |      61.2456 |           0 |
| UHVZ_201500002731    |        17 |   11 |  7.5 |      59.8444 |           0 |
| UHVZ_201500002732    |        17 |   12 |  7.5 |      58.5159 |           0 |
| UHVZ_201500002733    |        17 |   13 |  7.5 |      57.3337 |           0 |
| UHVZ_201500002734    |        17 |   14 |  7.5 |      56.2012 |           0 |
| UHVZ_201500002735    |        17 |   15 |  7.5 |      55.1136 |           0 |
| UHVZ_201500002736    |        17 |   16 |  7.5 |        54.14 |           0 |
| UHVZ_201500002737    |        17 |   17 |  7.5 |      53.1985 |           0 |
| UHVZ_201500002738    |        17 |   18 |  7.5 |      52.2175 |           0 |
| UHVZ_201500002739    |        17 |   19 |  7.5 |      51.4018 |           0 |
| UHVZ_201500002740    |        17 |   20 |  7.5 |      50.5423 |           0 |
| UHVZ_201500002741    |        18 |    1 |  7.5 |      85.2827 |           0 |
| UHVZ_201500002742    |        18 |    2 |  7.5 |       79.896 |           0 |
| UHVZ_201500002743    |        18 |    3 |  7.5 |      76.1573 |           0 |
| UHVZ_201500002744    |        18 |    4 |  7.5 |      72.9299 |           0 |
| UHVZ_201500002745    |        18 |    5 |  7.5 |      70.4644 |           0 |
| UHVZ_201500002746    |        18 |    6 |  7.5 |      68.1385 |           0 |
| UHVZ_201500002747    |        18 |    7 |  7.5 |      66.1595 |           0 |
| UHVZ_201500002748    |        18 |    8 |  7.5 |      64.3414 |           0 |
| UHVZ_201500002749    |        18 |    9 |  7.5 |      62.7569 |           0 |
| UHVZ_201500002750    |        18 |   10 |  7.5 |      61.1741 |           0 |
| UHVZ_201500002751    |        18 |   11 |  7.5 |      59.8673 |           0 |
| UHVZ_201500002752    |        18 |   12 |  7.5 |      58.5373 |           0 |
| UHVZ_201500002753    |        18 |   13 |  7.5 |       57.354 |           0 |
| UHVZ_201500002754    |        18 |   14 |  7.5 |      56.2206 |           0 |
| UHVZ_201500002755    |        18 |   15 |  7.5 |      55.1321 |           0 |
| UHVZ_201500002756    |        18 |   16 |  7.5 |      54.0843 |           0 |
| UHVZ_201500002757    |        18 |   17 |  7.5 |      53.1445 |           0 |
| UHVZ_201500002758    |        18 |   18 |  7.5 |      52.2342 |           0 |
| UHVZ_201500002759    |        18 |   19 |  7.5 |       51.351 |           0 |
| UHVZ_201500002760    |        18 |   20 |  7.5 |      50.5581 |           0 |
| UHVZ_201500002761    |        19 |    1 |  7.5 |      85.4247 |           0 |
| UHVZ_201500002762    |        19 |    2 |  7.5 |      79.9818 |           0 |
| UHVZ_201500002763    |        19 |    3 |  7.5 |      76.0243 |           0 |
| UHVZ_201500002764    |        19 |    4 |  7.5 |        72.98 |           0 |
| UHVZ_201500002765    |        19 |    5 |  7.5 |       70.362 |           0 |
| UHVZ_201500002766    |        19 |    6 |  7.5 |      68.1749 |           0 |
| UHVZ_201500002767    |        19 |    7 |  7.5 |      66.0735 |           0 |
| UHVZ_201500002768    |        19 |    8 |  7.5 |      64.3704 |           0 |
| UHVZ_201500002769    |        19 |    9 |  7.5 |      62.6813 |           0 |
| UHVZ_201500002770    |        19 |   10 |  7.5 |      61.1986 |           0 |
| UHVZ_201500002771    |        19 |   11 |  7.5 |      59.7992 |           0 |
| UHVZ_201500002772    |        19 |   12 |  7.5 |      58.4724 |           0 |
| UHVZ_201500002773    |        19 |   13 |  7.5 |      57.2917 |           0 |
| UHVZ_201500002774    |        19 |   14 |  7.5 |      56.1607 |           0 |
| UHVZ_201500002775    |        19 |   15 |  7.5 |      55.0744 |           0 |
| UHVZ_201500002776    |        19 |   16 |  7.5 |      54.1021 |           0 |
| UHVZ_201500002777    |        19 |   17 |  7.5 |      53.0906 |           0 |
| UHVZ_201500002778    |        19 |   18 |  7.5 |      52.1819 |           0 |
| UHVZ_201500002779    |        19 |   19 |  7.5 |      51.3671 |           0 |
| UHVZ_201500002780    |        19 |   20 |  7.5 |      50.5087 |           0 |
| UHVZ_201500002781    |        20 |    1 |  7.5 |      85.1925 |           0 |
| UHVZ_201500002782    |        20 |    2 |  7.5 |      79.8186 |           0 |
| UHVZ_201500002783    |        20 |    3 |  7.5 |      76.0872 |           0 |
| UHVZ_201500002784    |        20 |    4 |  7.5 |      72.8654 |           0 |
| UHVZ_201500002785    |        20 |    5 |  7.5 |       70.404 |           0 |
| UHVZ_201500002786    |        20 |    6 |  7.5 |      68.0817 |           0 |
| UHVZ_201500002787    |        20 |    7 |  7.5 |      66.1055 |           0 |
| UHVZ_201500002788    |        20 |    8 |  7.5 |        64.29 |           0 |
| UHVZ_201500002789    |        20 |    9 |  7.5 |      62.7078 |           0 |
| UHVZ_201500002790    |        20 |   10 |  7.5 |      61.1272 |           0 |
| UHVZ_201500002791    |        20 |   11 |  7.5 |      59.7313 |           0 |
| UHVZ_201500002792    |        20 |   12 |  7.5 |      58.4938 |           0 |
| UHVZ_201500002793    |        20 |   13 |  7.5 |       57.312 |           0 |
| UHVZ_201500002794    |        20 |   14 |  7.5 |      56.1009 |           0 |
| UHVZ_201500002795    |        20 |   15 |  7.5 |      55.0929 |           0 |
| UHVZ_201500002796    |        20 |   16 |  7.5 |      54.0463 |           0 |
| UHVZ_201500002797    |        20 |   17 |  7.5 |      53.1077 |           0 |
| UHVZ_201500002798    |        20 |   18 |  7.5 |      52.1985 |           0 |
| UHVZ_201500002799    |        20 |   19 |  7.5 |      51.3163 |           0 |
| UHVZ_201500002800    |        20 |   20 |  7.5 |      50.4593 |           0 |
| UHVZ_201500002801    |        21 |    1 |  7.5 |      85.3339 |           0 |
| UHVZ_201500002802    |        21 |    2 |  7.5 |      79.9041 |           0 |
| UHVZ_201500002803    |        21 |    3 |  7.5 |      75.9543 |           0 |
| UHVZ_201500002804    |        21 |    4 |  7.5 |      72.9153 |           0 |
| UHVZ_201500002805    |        21 |    5 |  7.5 |      70.3016 |           0 |
| UHVZ_201500002806    |        21 |    6 |  7.5 |      68.1179 |           0 |
| UHVZ_201500002807    |        21 |    7 |  7.5 |      66.0196 |           0 |
| UHVZ_201500002808    |        21 |    8 |  7.5 |      64.3189 |           0 |
| UHVZ_201500002809    |        21 |    9 |  7.5 |      62.6322 |           0 |
| UHVZ_201500002810    |        21 |   10 |  7.5 |      61.1515 |           0 |
| UHVZ_201500002811    |        21 |   11 |  7.5 |       59.754 |           0 |
| UHVZ_201500002812    |        21 |   12 |  7.5 |      58.4289 |           0 |
| UHVZ_201500002813    |        21 |   13 |  7.5 |      57.2498 |           0 |
| UHVZ_201500002814    |        21 |   14 |  7.5 |      56.1202 |           0 |
| UHVZ_201500002815    |        21 |   15 |  7.5 |      55.0352 |           0 |
| UHVZ_201500002816    |        21 |   16 |  7.5 |      54.0641 |           0 |
| UHVZ_201500002817    |        21 |   17 |  7.5 |      53.0538 |           0 |
| UHVZ_201500002818    |        21 |   18 |  7.5 |      52.1462 |           0 |
| UHVZ_201500002819    |        21 |   19 |  7.5 |      51.2656 |           0 |
| UHVZ_201500002820    |        21 |   20 |  7.5 |       50.475 |           0 |
| UHVZ_201500002821    |        22 |    1 |  7.5 |      85.1022 |           0 |
| UHVZ_201500002822    |        22 |    2 |  7.5 |      79.7411 |           0 |
| UHVZ_201500002823    |        22 |    3 |  7.5 |      76.0169 |           0 |
| UHVZ_201500002824    |        22 |    4 |  7.5 |      72.8008 |           0 |
| UHVZ_201500002825    |        22 |    5 |  7.5 |      70.3434 |           0 |
| UHVZ_201500002826    |        22 |    6 |  7.5 |      68.0247 |           0 |
| UHVZ_201500002827    |        22 |    7 |  7.5 |      66.0515 |           0 |
| UHVZ_201500002828    |        22 |    8 |  7.5 |      64.2386 |           0 |
| UHVZ_201500002829    |        22 |    9 |  7.5 |      62.6585 |           0 |
| UHVZ_201500002830    |        22 |   10 |  7.5 |      61.0801 |           0 |
| UHVZ_201500002831    |        22 |   11 |  7.5 |      59.6861 |           0 |
| UHVZ_201500002832    |        22 |   12 |  7.5 |      58.4502 |           0 |
| UHVZ_201500002833    |        22 |   13 |  7.5 |      57.1876 |           0 |
| UHVZ_201500002834    |        22 |   14 |  7.5 |      56.0604 |           0 |
| UHVZ_201500002835    |        22 |   15 |  7.5 |      55.0536 |           0 |
| UHVZ_201500002836    |        22 |   16 |  7.5 |      54.0084 |           0 |
| UHVZ_201500002837    |        22 |   17 |  7.5 |      53.0709 |           0 |
| UHVZ_201500002838    |        22 |   18 |  7.5 |      52.1627 |           0 |
| UHVZ_201500002839    |        22 |   19 |  7.5 |      51.2817 |           0 |
| UHVZ_201500002840    |        22 |   20 |  7.5 |      50.4257 |           0 |
| UHVZ_201500002841    |        23 |    1 |  7.5 |      85.2429 |           0 |
| UHVZ_201500002842    |        23 |    2 |  7.5 |      79.8263 |           0 |
| UHVZ_201500002843    |        23 |    3 |  7.5 |      75.8841 |           0 |
| UHVZ_201500002844    |        23 |    4 |  7.5 |      72.8505 |           0 |
| UHVZ_201500002845    |        23 |    5 |  7.5 |      70.2411 |           0 |
| UHVZ_201500002846    |        23 |    6 |  7.5 |      68.0608 |           0 |
| UHVZ_201500002847    |        23 |    7 |  7.5 |      65.9656 |           0 |
| UHVZ_201500002848    |        23 |    8 |  7.5 |      64.2674 |           0 |
| UHVZ_201500002849    |        23 |    9 |  7.5 |       62.583 |           0 |
| UHVZ_201500002850    |        23 |   10 |  7.5 |      61.1043 |           0 |
| UHVZ_201500002851    |        23 |   11 |  7.5 |      59.7087 |           0 |
| UHVZ_201500002852    |        23 |   12 |  7.5 |      58.3853 |           0 |
| UHVZ_201500002853    |        23 |   13 |  7.5 |      57.2077 |           0 |
| UHVZ_201500002854    |        23 |   14 |  7.5 |      56.0796 |           0 |
| UHVZ_201500002855    |        23 |   15 |  7.5 |       54.996 |           0 |
| UHVZ_201500002856    |        23 |   16 |  7.5 |      53.9527 |           0 |
| UHVZ_201500002857    |        23 |   17 |  7.5 |       53.017 |           0 |
| UHVZ_201500002858    |        23 |   18 |  7.5 |      52.1105 |           0 |
| UHVZ_201500002859    |        23 |   19 |  7.5 |      51.2309 |           0 |
| UHVZ_201500002860    |        23 |   20 |  7.5 |      50.4413 |           0 |
| UHVZ_201500002861    |        24 |    1 |  7.5 |      85.0116 |           0 |
| UHVZ_201500002862    |        24 |    2 |  7.5 |      79.6634 |           0 |
| UHVZ_201500002863    |        24 |    3 |  7.5 |      75.9465 |           0 |
| UHVZ_201500002864    |        24 |    4 |  7.5 |      72.7361 |           0 |
| UHVZ_201500002865    |        24 |    5 |  7.5 |      70.2827 |           0 |
| UHVZ_201500002866    |        24 |    6 |  7.5 |      67.9676 |           0 |
| UHVZ_201500002867    |        24 |    7 |  7.5 |      65.9974 |           0 |
| UHVZ_201500002868    |        24 |    8 |  7.5 |      64.1871 |           0 |
| UHVZ_201500002869    |        24 |    9 |  7.5 |      62.5077 |           0 |
| UHVZ_201500002870    |        24 |   10 |  7.5 |      61.0329 |           0 |
| UHVZ_201500002871    |        24 |   11 |  7.5 |      59.6408 |           0 |
| UHVZ_201500002872    |        24 |   12 |  7.5 |      58.4065 |           0 |
| UHVZ_201500002873    |        24 |   13 |  7.5 |      57.1456 |           0 |
| UHVZ_201500002874    |        24 |   14 |  7.5 |      56.0198 |           0 |
| UHVZ_201500002875    |        24 |   15 |  7.5 |      54.9384 |           0 |
| UHVZ_201500002876    |        24 |   16 |  7.5 |      53.9703 |           0 |
| UHVZ_201500002877    |        24 |   17 |  7.5 |       53.034 |           0 |
| UHVZ_201500002878    |        24 |   18 |  7.5 |      52.1269 |           0 |
| UHVZ_201500002879    |        24 |   19 |  7.5 |      51.2469 |           0 |
| UHVZ_201500002880    |        24 |   20 |  7.5 |       50.392 |           0 |
| UHVZ_201500002881    |        25 |    1 |  7.5 |      85.1516 |           0 |
| UHVZ_201500002882    |        25 |    2 |  7.5 |      79.7482 |           0 |
| UHVZ_201500002883    |        25 |    3 |  7.5 |      75.8138 |           0 |
| UHVZ_201500002884    |        25 |    4 |  7.5 |      72.7856 |           0 |
| UHVZ_201500002885    |        25 |    5 |  7.5 |      70.1804 |           0 |
| UHVZ_201500002886    |        25 |    6 |  7.5 |      67.8748 |           0 |
| UHVZ_201500002887    |        25 |    7 |  7.5 |      65.9115 |           0 |
| UHVZ_201500002888    |        25 |    8 |  7.5 |       64.107 |           0 |
| UHVZ_201500002889    |        25 |    9 |  7.5 |      62.5338 |           0 |
| UHVZ_201500002890    |        25 |   10 |  7.5 |      61.0571 |           0 |
| UHVZ_201500002891    |        25 |   11 |  7.5 |      59.6633 |           0 |
| UHVZ_201500002892    |        25 |   12 |  7.5 |      58.3417 |           0 |
| UHVZ_201500002893    |        25 |   13 |  7.5 |      57.1656 |           0 |
| UHVZ_201500002894    |        25 |   14 |  7.5 |      56.0389 |           0 |
| UHVZ_201500002895    |        25 |   15 |  7.5 |      54.9566 |           0 |
| UHVZ_201500002896    |        25 |   16 |  7.5 |      53.9147 |           0 |
| UHVZ_201500002897    |        25 |   17 |  7.5 |      52.9801 |           0 |
| UHVZ_201500002898    |        25 |   18 |  7.5 |      52.0747 |           0 |
| UHVZ_201500002899    |        25 |   19 |  7.5 |      51.1962 |           0 |
| UHVZ_201500002900    |        25 |   20 |  7.5 |      50.4075 |           0 |
| UHVZ_201500002901    |        26 |    1 |  7.5 |      84.9207 |           0 |
| UHVZ_201500002902    |        26 |    2 |  7.5 |      79.5854 |           0 |
| UHVZ_201500002903    |        26 |    3 |  7.5 |      75.8759 |           0 |
| UHVZ_201500002904    |        26 |    4 |  7.5 |      72.6712 |           0 |
| UHVZ_201500002905    |        26 |    5 |  7.5 |      70.2219 |           0 |
| UHVZ_201500002906    |        26 |    6 |  7.5 |      67.9105 |           0 |
| UHVZ_201500002907    |        26 |    7 |  7.5 |      65.9432 |           0 |
| UHVZ_201500002908    |        26 |    8 |  7.5 |      64.1355 |           0 |
| UHVZ_201500002909    |        26 |    9 |  7.5 |      62.4584 |           0 |
| UHVZ_201500002910    |        26 |   10 |  7.5 |      60.9857 |           0 |
| UHVZ_201500002911    |        26 |   11 |  7.5 |      59.5955 |           0 |
| UHVZ_201500002912    |        26 |   12 |  7.5 |      58.3628 |           0 |
| UHVZ_201500002913    |        26 |   13 |  7.5 |      57.1035 |           0 |
| UHVZ_201500002914    |        26 |   14 |  7.5 |      55.9791 |           0 |
| UHVZ_201500002915    |        26 |   15 |  7.5 |      54.8991 |           0 |
| UHVZ_201500002916    |        26 |   16 |  7.5 |      53.9322 |           0 |
| UHVZ_201500002917    |        26 |   17 |  7.5 |      52.9264 |           0 |
| UHVZ_201500002918    |        26 |   18 |  7.5 |      52.0226 |           0 |
| UHVZ_201500002919    |        26 |   19 |  7.5 |      51.2121 |           0 |
| UHVZ_201500002920    |        26 |   20 |  7.5 |      50.3582 |           0 |
| UHVZ_201500002921    |        27 |    1 |  7.5 |      85.0601 |           0 |
| UHVZ_201500002922    |        27 |    2 |  7.5 |      79.6699 |           0 |
| UHVZ_201500002923    |        27 |    3 |  7.5 |      75.7433 |           0 |
| UHVZ_201500002924    |        27 |    4 |  7.5 |      72.7205 |           0 |
| UHVZ_201500002925    |        27 |    5 |  7.5 |      70.1197 |           0 |
| UHVZ_201500002926    |        27 |    6 |  7.5 |      67.8176 |           0 |
| UHVZ_201500002927    |        27 |    7 |  7.5 |      65.8573 |           0 |
| UHVZ_201500002928    |        27 |    8 |  7.5 |      64.0554 |           0 |
| UHVZ_201500002929    |        27 |    9 |  7.5 |      62.4844 |           0 |
| UHVZ_201500002930    |        27 |   10 |  7.5 |      61.0098 |           0 |
| UHVZ_201500002931    |        27 |   11 |  7.5 |      59.6179 |           0 |
| UHVZ_201500002932    |        27 |   12 |  7.5 |       58.298 |           0 |
| UHVZ_201500002933    |        27 |   13 |  7.5 |      57.1234 |           0 |
| UHVZ_201500002934    |        27 |   14 |  7.5 |      55.9981 |           0 |
| UHVZ_201500002935    |        27 |   15 |  7.5 |      54.9172 |           0 |
| UHVZ_201500002936    |        27 |   16 |  7.5 |      53.8766 |           0 |
| UHVZ_201500002937    |        27 |   17 |  7.5 |      52.9432 |           0 |
| UHVZ_201500002938    |        27 |   18 |  7.5 |      52.0389 |           0 |
| UHVZ_201500002939    |        27 |   19 |  7.5 |      51.1615 |           0 |
| UHVZ_201500002940    |        27 |   20 |  7.5 |       50.309 |           0 |
| UHVZ_201500002941    |        28 |    1 |  7.5 |      84.8296 |           0 |
| UHVZ_201500002942    |        28 |    2 |  7.5 |      79.5073 |           0 |
| UHVZ_201500002943    |        28 |    3 |  7.5 |      75.8052 |           0 |
| UHVZ_201500002944    |        28 |    4 |  7.5 |      72.6062 |           0 |
| UHVZ_201500002945    |        28 |    5 |  7.5 |       70.161 |           0 |
| UHVZ_201500002946    |        28 |    6 |  7.5 |      67.8532 |           0 |
| UHVZ_201500002947    |        28 |    7 |  7.5 |      65.8888 |           0 |
| UHVZ_201500002948    |        28 |    8 |  7.5 |      64.0838 |           0 |
| UHVZ_201500002949    |        28 |    9 |  7.5 |      62.4091 |           0 |
| UHVZ_201500002950    |        28 |   10 |  7.5 |      60.9384 |           0 |
| UHVZ_201500002951    |        28 |   11 |  7.5 |        59.55 |           0 |
| UHVZ_201500002952    |        28 |   12 |  7.5 |       58.319 |           0 |
| UHVZ_201500002953    |        28 |   13 |  7.5 |      57.0613 |           0 |
| UHVZ_201500002954    |        28 |   14 |  7.5 |      55.9384 |           0 |
| UHVZ_201500002955    |        28 |   15 |  7.5 |      54.8597 |           0 |
| UHVZ_201500002956    |        28 |   16 |  7.5 |       53.894 |           0 |
| UHVZ_201500002957    |        28 |   17 |  7.5 |      52.8894 |           0 |
| UHVZ_201500002958    |        28 |   18 |  7.5 |      51.9867 |           0 |
| UHVZ_201500002959    |        28 |   19 |  7.5 |      51.1108 |           0 |
| UHVZ_201500002960    |        28 |   20 |  7.5 |      50.3244 |           0 |
| UHVZ_201500002961    |        29 |    1 |  7.5 |      84.9684 |           0 |
| UHVZ_201500002962    |        29 |    2 |  7.5 |      79.5914 |           0 |
| UHVZ_201500002963    |        29 |    3 |  7.5 |      75.6727 |           0 |
| UHVZ_201500002964    |        29 |    4 |  7.5 |      72.6553 |           0 |
| UHVZ_201500002965    |        29 |    5 |  7.5 |      70.0588 |           0 |
| UHVZ_201500002966    |        29 |    6 |  7.5 |      67.7604 |           0 |
| UHVZ_201500002967    |        29 |    7 |  7.5 |       65.803 |           0 |
| UHVZ_201500002968    |        29 |    8 |  7.5 |      64.0038 |           0 |
| UHVZ_201500002969    |        29 |    9 |  7.5 |       62.435 |           0 |
| UHVZ_201500002970    |        29 |   10 |  7.5 |      60.9624 |           0 |
| UHVZ_201500002971    |        29 |   11 |  7.5 |      59.5723 |           0 |
| UHVZ_201500002972    |        29 |   12 |  7.5 |      58.2542 |           0 |
| UHVZ_201500002973    |        29 |   13 |  7.5 |      57.0811 |           0 |
| UHVZ_201500002974    |        29 |   14 |  7.5 |      55.9573 |           0 |
| UHVZ_201500002975    |        29 |   15 |  7.5 |      54.8778 |           0 |
| UHVZ_201500002976    |        29 |   16 |  7.5 |      53.8385 |           0 |
| UHVZ_201500002977    |        29 |   17 |  7.5 |      52.9062 |           0 |
| UHVZ_201500002978    |        29 |   18 |  7.5 |       52.003 |           0 |
| UHVZ_201500002979    |        29 |   19 |  7.5 |      51.1266 |           0 |
| UHVZ_201500002980    |        29 |   20 |  7.5 |      50.2752 |           0 |
| UHVZ_201500002981    |        30 |    1 |  7.5 |      84.7383 |           0 |
| UHVZ_201500002982    |        30 |    2 |  7.5 |       79.429 |           0 |
| UHVZ_201500002983    |        30 |    3 |  7.5 |      75.7343 |           0 |
| UHVZ_201500002984    |        30 |    4 |  7.5 |      72.5411 |           0 |
| UHVZ_201500002985    |        30 |    5 |  7.5 |       69.957 |           0 |
| UHVZ_201500002986    |        30 |    6 |  7.5 |      67.7958 |           0 |
| UHVZ_201500002987    |        30 |    7 |  7.5 |      65.8344 |           0 |
| UHVZ_201500002988    |        30 |    8 |  7.5 |       64.032 |           0 |
| UHVZ_201500002989    |        30 |    9 |  7.5 |      62.3597 |           0 |
| UHVZ_201500002990    |        30 |   10 |  7.5 |      60.8911 |           0 |
| UHVZ_201500002991    |        30 |   11 |  7.5 |      59.5045 |           0 |
| UHVZ_201500002992    |        30 |   12 |  7.5 |      58.1895 |           0 |
| UHVZ_201500002993    |        30 |   13 |  7.5 |      57.0191 |           0 |
| UHVZ_201500002994    |        30 |   14 |  7.5 |      55.8976 |           0 |
| UHVZ_201500002995    |        30 |   15 |  7.5 |      54.8203 |           0 |
| UHVZ_201500002996    |        30 |   16 |  7.5 |      53.8558 |           0 |
| UHVZ_201500002997    |        30 |   17 |  7.5 |      52.8524 |           0 |
| UHVZ_201500002998    |        30 |   18 |  7.5 |      51.9509 |           0 |
| UHVZ_201500002999    |        30 |   19 |  7.5 |       51.076 |           0 |
| UHVZ_201500003000    |        30 |   20 |  7.5 |      50.2905 |           0 |
| UHVZ_201500003001    |         1 |    1 |   -5 |      85.8512 |           0 |
| UHVZ_201500003002    |         1 |    1 | -2.5 |      85.8512 |           0 |
| UHVZ_201500003003    |         1 |    2 |   -5 |      80.4202 |           0 |
| UHVZ_201500003004    |         1 |    2 | -2.5 |      80.4202 |           0 |
| UHVZ_201500003005    |         1 |    3 |   -5 |      76.6473 |           0 |
| UHVZ_201500003006    |         1 |    3 | -2.5 |      76.6473 |           0 |
| UHVZ_201500003007    |         1 |    4 |   -5 |       73.556 |           0 |
| UHVZ_201500003008    |         1 |    4 | -2.5 |       73.556 |           0 |
| UHVZ_201500003009    |         1 |    5 |   -5 |      70.9004 |           0 |
| UHVZ_201500003010    |         1 |    5 | -2.5 |      70.9004 |           0 |
| UHVZ_201500003011    |         1 |    6 |   -5 |      68.6834 |           0 |
| UHVZ_201500003012    |         1 |    6 | -2.5 |      68.6834 |           0 |
| UHVZ_201500003013    |         1 |    7 |   -5 |      66.6741 |           0 |
| UHVZ_201500003014    |         1 |    7 | -2.5 |      66.6741 |           0 |
| UHVZ_201500003015    |         1 |    8 |   -5 |      64.8296 |           0 |
| UHVZ_201500003016    |         1 |    8 | -2.5 |      64.8296 |           0 |
| UHVZ_201500003017    |         1 |    9 |   -5 |       63.223 |           0 |
| UHVZ_201500003018    |         1 |    9 | -2.5 |       63.223 |           0 |
| UHVZ_201500003019    |         1 |   10 |   -5 |       61.619 |           0 |
| UHVZ_201500003020    |         1 |   10 | -2.5 |       61.619 |           0 |
| UHVZ_201500003021    |         1 |   11 |   -5 |      60.2951 |           0 |
| UHVZ_201500003022    |         1 |   11 | -2.5 |      60.2951 |           0 |
| UHVZ_201500003023    |         1 |   12 |   -5 |      58.9483 |           0 |
| UHVZ_201500003024    |         1 |   12 | -2.5 |      58.9483 |           0 |
| UHVZ_201500003025    |         1 |   13 |   -5 |      57.7503 |           0 |
| UHVZ_201500003026    |         1 |   13 | -2.5 |      57.7503 |           0 |
| UHVZ_201500003027    |         1 |   14 |   -5 |      56.6031 |           0 |
| UHVZ_201500003028    |         1 |   14 | -2.5 |      56.6031 |           0 |
| UHVZ_201500003029    |         1 |   15 |   -5 |      55.5016 |           0 |
| UHVZ_201500003030    |         1 |   15 | -2.5 |      55.5016 |           0 |
| UHVZ_201500003031    |         1 |   16 |   -5 |      54.5159 |           0 |
| UHVZ_201500003032    |         1 |   16 | -2.5 |      54.5159 |           0 |
| UHVZ_201500003033    |         1 |   17 |   -5 |      53.5629 |           0 |
| UHVZ_201500003034    |         1 |   17 | -2.5 |      53.5629 |           0 |
| UHVZ_201500003035    |         1 |   18 |   -5 |      52.6399 |           0 |
| UHVZ_201500003036    |         1 |   18 | -2.5 |      52.6399 |           0 |
| UHVZ_201500003037    |         1 |   19 |   -5 |      51.7447 |           0 |
| UHVZ_201500003038    |         1 |   19 | -2.5 |      51.7447 |           0 |
| UHVZ_201500003039    |         1 |   20 |   -5 |      50.8752 |           0 |
| UHVZ_201500003040    |         1 |   20 | -2.5 |      50.8752 |           0 |
| UHVZ_201500003041    |         2 |    1 |   -5 |      85.9958 |           0 |
| UHVZ_201500003042    |         2 |    1 | -2.5 |      85.9958 |           0 |
| UHVZ_201500003043    |         2 |    2 |   -5 |      80.5081 |           0 |
