+----------------------+-----------+------+------+--------------+-------------+
| modelname            | thickness | dvs  | drho | criticalDist | awayFromCMB |
| UHVZ_201500005999    |        43 |   17 |   10 |      52.5757 |           0 |
| UHVZ_201500006000    |        43 |   18 |   -5 |      51.6824 |           0 |
| UHVZ_201500006001    |        43 |   18 | -2.5 |      51.6824 |           0 |
| UHVZ_201500006002    |        43 |   18 |    0 |      51.6824 |           0 |
| UHVZ_201500006003    |        43 |   18 |  2.5 |      51.6824 |           0 |
| UHVZ_201500006004    |        43 |   18 |    5 |      51.6824 |           0 |
| UHVZ_201500006005    |        43 |   18 |  7.5 |      51.6824 |           0 |
| UHVZ_201500006006    |        43 |   18 |   10 |      51.6824 |           0 |
| UHVZ_201500006007    |        43 |   19 |   -5 |      50.8155 |           0 |
| UHVZ_201500006008    |        43 |   19 | -2.5 |      50.8155 |           0 |
| UHVZ_201500006009    |        43 |   19 |    0 |      50.8155 |           0 |
| UHVZ_201500006010    |        43 |   19 |  2.5 |      50.8155 |           0 |
| UHVZ_201500006011    |        43 |   19 |    5 |      50.8155 |           0 |
| UHVZ_201500006012    |        43 |   19 |  7.5 |      50.8155 |           0 |
| UHVZ_201500006013    |        43 |   19 |   10 |      50.8155 |           0 |
| UHVZ_201500006014    |        43 |   20 |   -5 |      49.9731 |           0 |
| UHVZ_201500006015    |        43 |   20 | -2.5 |      49.9731 |           0 |
| UHVZ_201500006016    |        43 |   20 |    0 |      49.9731 |           0 |
| UHVZ_201500006017    |        43 |   20 |  2.5 |      49.9731 |           0 |
| UHVZ_201500006018    |        43 |   20 |    5 |      49.9731 |           0 |
| UHVZ_201500006019    |        43 |   20 |  7.5 |      49.9731 |           0 |
| UHVZ_201500006020    |        43 |   20 |   10 |      49.9731 |           0 |
| UHVZ_201500006021    |        44 |    1 |   -5 |      84.4552 |           0 |
| UHVZ_201500006022    |        44 |    1 | -2.5 |      84.4552 |           0 |
| UHVZ_201500006023    |        44 |    1 |    0 |      84.4552 |           0 |
| UHVZ_201500006024    |        44 |    1 |  2.5 |      84.4552 |           0 |
| UHVZ_201500006025    |        44 |    1 |    5 |      84.4552 |           0 |
| UHVZ_201500006026    |        44 |    1 |  7.5 |      84.4552 |           0 |
| UHVZ_201500006027    |        44 |    1 |   10 |      84.4552 |           0 |
| UHVZ_201500006028    |        44 |    2 |   -5 |      79.1183 |           0 |
| UHVZ_201500006029    |        44 |    2 | -2.5 |      79.1183 |           0 |
| UHVZ_201500006030    |        44 |    2 |    0 |      79.1183 |           0 |
| UHVZ_201500006031    |        44 |    2 |  2.5 |      79.1183 |           0 |
| UHVZ_201500006032    |        44 |    2 |    5 |      79.1183 |           0 |
| UHVZ_201500006033    |        44 |    2 |  7.5 |      79.1183 |           0 |
| UHVZ_201500006034    |        44 |    2 |   10 |      79.1183 |           0 |
| UHVZ_201500006035    |        44 |    3 |   -5 |      75.2332 |           0 |
| UHVZ_201500006036    |        44 |    3 | -2.5 |      75.2332 |           0 |
| UHVZ_201500006037    |        44 |    3 |    0 |      75.2332 |           0 |
| UHVZ_201500006038    |        44 |    3 |  2.5 |      75.2332 |           0 |
| UHVZ_201500006039    |        44 |    3 |    5 |      75.2332 |           0 |
| UHVZ_201500006040    |        44 |    3 |  7.5 |      75.2332 |           0 |
| UHVZ_201500006041    |        44 |    3 |   10 |      75.2332 |           0 |
| UHVZ_201500006042    |        44 |    4 |   -5 |      72.0811 |           0 |
| UHVZ_201500006043    |        44 |    4 | -2.5 |      72.0811 |           0 |
| UHVZ_201500006044    |        44 |    4 |    0 |      72.0811 |           0 |
| UHVZ_201500006045    |        44 |    4 |  2.5 |      72.0811 |           0 |
| UHVZ_201500006046    |        44 |    4 |    5 |      72.0811 |           0 |
| UHVZ_201500006047    |        44 |    4 |  7.5 |      72.0811 |           0 |
| UHVZ_201500006048    |        44 |    4 |   10 |      72.0811 |           0 |
| UHVZ_201500006049    |        44 |    5 |   -5 |      69.5278 |           0 |
| UHVZ_201500006050    |        44 |    5 | -2.5 |      69.5278 |           0 |
| UHVZ_201500006051    |        44 |    5 |    0 |      69.5278 |           0 |
| UHVZ_201500006052    |        44 |    5 |  2.5 |      69.5278 |           0 |
| UHVZ_201500006053    |        44 |    5 |    5 |      69.5278 |           0 |
| UHVZ_201500006054    |        44 |    5 |  7.5 |      69.5278 |           0 |
| UHVZ_201500006055    |        44 |    5 |   10 |      69.5278 |           0 |
| UHVZ_201500006056    |        44 |    6 |   -5 |      67.3909 |           0 |
| UHVZ_201500006057    |        44 |    6 | -2.5 |      67.3909 |           0 |
| UHVZ_201500006058    |        44 |    6 |    0 |      67.3909 |           0 |
| UHVZ_201500006059    |        44 |    6 |  2.5 |      67.3909 |           0 |
| UHVZ_201500006060    |        44 |    6 |    5 |      67.3909 |           0 |
| UHVZ_201500006061    |        44 |    6 |  7.5 |      67.3909 |           0 |
| UHVZ_201500006062    |        44 |    6 |   10 |      67.3909 |           0 |
| UHVZ_201500006063    |        44 |    7 |   -5 |      65.4507 |           0 |
| UHVZ_201500006064    |        44 |    7 | -2.5 |      65.4507 |           0 |
| UHVZ_201500006065    |        44 |    7 |    0 |      65.4507 |           0 |
| UHVZ_201500006066    |        44 |    7 |  2.5 |      65.4507 |           0 |
| UHVZ_201500006067    |        44 |    7 |    5 |      65.4507 |           0 |
| UHVZ_201500006068    |        44 |    7 |  7.5 |      65.4507 |           0 |
| UHVZ_201500006069    |        44 |    7 |   10 |      65.4507 |           0 |
| UHVZ_201500006070    |        44 |    8 |   -5 |       63.667 |           0 |
| UHVZ_201500006071    |        44 |    8 | -2.5 |       63.667 |           0 |
| UHVZ_201500006072    |        44 |    8 |    0 |       63.667 |           0 |
| UHVZ_201500006073    |        44 |    8 |  2.5 |       63.667 |           0 |
| UHVZ_201500006074    |        44 |    8 |    5 |       63.667 |           0 |
| UHVZ_201500006075    |        44 |    8 |  7.5 |       63.667 |           0 |
| UHVZ_201500006076    |        44 |    8 |   10 |       63.667 |           0 |
| UHVZ_201500006077    |        44 |    9 |   -5 |      62.0115 |           0 |
| UHVZ_201500006078    |        44 |    9 | -2.5 |      62.0115 |           0 |
| UHVZ_201500006079    |        44 |    9 |    0 |      62.0115 |           0 |
| UHVZ_201500006080    |        44 |    9 |  2.5 |      62.0115 |           0 |
| UHVZ_201500006081    |        44 |    9 |    5 |      62.0115 |           0 |
| UHVZ_201500006082    |        44 |    9 |  7.5 |      62.0115 |           0 |
| UHVZ_201500006083    |        44 |    9 |   10 |      62.0115 |           0 |
| UHVZ_201500006084    |        44 |   10 |   -5 |      60.5572 |           0 |
| UHVZ_201500006085    |        44 |   10 | -2.5 |      60.5572 |           0 |
| UHVZ_201500006086    |        44 |   10 |    0 |      60.5572 |           0 |
| UHVZ_201500006087    |        44 |   10 |  2.5 |      60.5572 |           0 |
| UHVZ_201500006088    |        44 |   10 |    5 |      60.5572 |           0 |
| UHVZ_201500006089    |        44 |   10 |  7.5 |      60.5572 |           0 |
| UHVZ_201500006090    |        44 |   10 |   10 |      60.5572 |           0 |
| UHVZ_201500006091    |        44 |   11 |   -5 |       59.184 |           0 |
| UHVZ_201500006092    |        44 |   11 | -2.5 |       59.184 |           0 |
| UHVZ_201500006093    |        44 |   11 |    0 |       59.184 |           0 |
| UHVZ_201500006094    |        44 |   11 |  2.5 |       59.184 |           0 |
| UHVZ_201500006095    |        44 |   11 |    5 |       59.184 |           0 |
| UHVZ_201500006096    |        44 |   11 |  7.5 |       59.184 |           0 |
| UHVZ_201500006097    |        44 |   11 |   10 |       59.184 |           0 |
| UHVZ_201500006098    |        44 |   12 |   -5 |      57.8813 |           0 |
| UHVZ_201500006099    |        44 |   12 | -2.5 |      57.8813 |           0 |
| UHVZ_201500006100    |        44 |   12 |    0 |      57.8813 |           0 |
| UHVZ_201500006101    |        44 |   12 |  2.5 |      57.8813 |           0 |
| UHVZ_201500006102    |        44 |   12 |    5 |      57.8813 |           0 |
| UHVZ_201500006103    |        44 |   12 |  7.5 |      57.8813 |           0 |
| UHVZ_201500006104    |        44 |   12 |   10 |      57.8813 |           0 |
| UHVZ_201500006105    |        44 |   13 |   -5 |      56.6406 |           0 |
| UHVZ_201500006106    |        44 |   13 | -2.5 |      56.6406 |           0 |
| UHVZ_201500006107    |        44 |   13 |    0 |      56.6406 |           0 |
| UHVZ_201500006108    |        44 |   13 |  2.5 |      56.6406 |           0 |
| UHVZ_201500006109    |        44 |   13 |    5 |      56.6406 |           0 |
| UHVZ_201500006110    |        44 |   13 |  7.5 |      56.6406 |           0 |
| UHVZ_201500006111    |        44 |   13 |   10 |      56.6406 |           0 |
| UHVZ_201500006112    |        44 |   14 |   -5 |      55.5326 |           0 |
| UHVZ_201500006113    |        44 |   14 | -2.5 |      55.5326 |           0 |
| UHVZ_201500006114    |        44 |   14 |    0 |      55.5326 |           0 |
| UHVZ_201500006115    |        44 |   14 |  2.5 |      55.5326 |           0 |
| UHVZ_201500006116    |        44 |   14 |    5 |      55.5326 |           0 |
| UHVZ_201500006117    |        44 |   14 |  7.5 |      55.5326 |           0 |
| UHVZ_201500006118    |        44 |   14 |   10 |      55.5326 |           0 |
| UHVZ_201500006119    |        44 |   15 |   -5 |      54.4678 |           0 |
| UHVZ_201500006120    |        44 |   15 | -2.5 |      54.4678 |           0 |
| UHVZ_201500006121    |        44 |   15 |    0 |      54.4678 |           0 |
| UHVZ_201500006122    |        44 |   15 |  2.5 |      54.4678 |           0 |
| UHVZ_201500006123    |        44 |   15 |    5 |      54.4678 |           0 |
| UHVZ_201500006124    |        44 |   15 |  7.5 |      54.4678 |           0 |
| UHVZ_201500006125    |        44 |   15 |   10 |      54.4678 |           0 |
| UHVZ_201500006126    |        44 |   16 |   -5 |      53.5144 |           0 |
| UHVZ_201500006127    |        44 |   16 | -2.5 |      53.5144 |           0 |
| UHVZ_201500006128    |        44 |   16 |    0 |      53.5144 |           0 |
| UHVZ_201500006129    |        44 |   16 |  2.5 |      53.5144 |           0 |
| UHVZ_201500006130    |        44 |   16 |    5 |      53.5144 |           0 |
| UHVZ_201500006131    |        44 |   16 |  7.5 |      53.5144 |           0 |
| UHVZ_201500006132    |        44 |   16 |   10 |      53.5144 |           0 |
| UHVZ_201500006133    |        44 |   17 |   -5 |      52.5222 |           0 |
| UHVZ_201500006134    |        44 |   17 | -2.5 |      52.5222 |           0 |
| UHVZ_201500006135    |        44 |   17 |    0 |      52.5222 |           0 |
| UHVZ_201500006136    |        44 |   17 |  2.5 |      52.5222 |           0 |
| UHVZ_201500006137    |        44 |   17 |    5 |      52.5222 |           0 |
| UHVZ_201500006138    |        44 |   17 |  7.5 |      52.5222 |           0 |
| UHVZ_201500006139    |        44 |   17 |   10 |      52.5222 |           0 |
| UHVZ_201500006140    |        44 |   18 |   -5 |      51.6305 |           0 |
| UHVZ_201500006141    |        44 |   18 | -2.5 |      51.6305 |           0 |
| UHVZ_201500006142    |        44 |   18 |    0 |      51.6305 |           0 |
| UHVZ_201500006143    |        44 |   18 |  2.5 |      51.6305 |           0 |
| UHVZ_201500006144    |        44 |   18 |    5 |      51.6305 |           0 |
| UHVZ_201500006145    |        44 |   18 |  7.5 |      51.6305 |           0 |
| UHVZ_201500006146    |        44 |   18 |   10 |      51.6305 |           0 |
| UHVZ_201500006147    |        44 |   19 |   -5 |      50.7651 |           0 |
| UHVZ_201500006148    |        44 |   19 | -2.5 |      50.7651 |           0 |
| UHVZ_201500006149    |        44 |   19 |    0 |      50.7651 |           0 |
| UHVZ_201500006150    |        44 |   19 |  2.5 |      50.7651 |           0 |
| UHVZ_201500006151    |        44 |   19 |    5 |      50.7651 |           0 |
| UHVZ_201500006152    |        44 |   19 |  7.5 |      50.7651 |           0 |
| UHVZ_201500006153    |        44 |   19 |   10 |      50.7651 |           0 |
| UHVZ_201500006154    |        44 |   20 |   -5 |       49.988 |           0 |
| UHVZ_201500006155    |        44 |   20 | -2.5 |       49.988 |           0 |
| UHVZ_201500006156    |        44 |   20 |    0 |       49.988 |           0 |
| UHVZ_201500006157    |        44 |   20 |  2.5 |       49.988 |           0 |
| UHVZ_201500006158    |        44 |   20 |    5 |       49.988 |           0 |
| UHVZ_201500006159    |        44 |   20 |  7.5 |       49.988 |           0 |
| UHVZ_201500006160    |        44 |   20 |   10 |       49.988 |           0 |
| UHVZ_201500006161    |        45 |    1 |   -5 |       84.225 |           0 |
| UHVZ_201500006162    |        45 |    1 | -2.5 |       84.225 |           0 |
| UHVZ_201500006163    |        45 |    1 |    0 |       84.225 |           0 |
| UHVZ_201500006164    |        45 |    1 |  2.5 |       84.225 |           0 |
| UHVZ_201500006165    |        45 |    1 |    5 |       84.225 |           0 |
| UHVZ_201500006166    |        45 |    1 |  7.5 |       84.225 |           0 |
| UHVZ_201500006167    |        45 |    1 |   10 |       84.225 |           0 |
| UHVZ_201500006168    |        45 |    2 |   -5 |       78.956 |           0 |
| UHVZ_201500006169    |        45 |    2 | -2.5 |       78.956 |           0 |
| UHVZ_201500006170    |        45 |    2 |    0 |       78.956 |           0 |
| UHVZ_201500006171    |        45 |    2 |  2.5 |       78.956 |           0 |
| UHVZ_201500006172    |        45 |    2 |    5 |       78.956 |           0 |
| UHVZ_201500006173    |        45 |    2 |  7.5 |       78.956 |           0 |
| UHVZ_201500006174    |        45 |    2 |   10 |       78.956 |           0 |
| UHVZ_201500006175    |        45 |    3 |   -5 |      75.1015 |           0 |
| UHVZ_201500006176    |        45 |    3 | -2.5 |      75.1015 |           0 |
| UHVZ_201500006177    |        45 |    3 |    0 |      75.1015 |           0 |
| UHVZ_201500006178    |        45 |    3 |  2.5 |      75.1015 |           0 |
| UHVZ_201500006179    |        45 |    3 |    5 |      75.1015 |           0 |
| UHVZ_201500006180    |        45 |    3 |  7.5 |      75.1015 |           0 |
| UHVZ_201500006181    |        45 |    3 |   10 |      75.1015 |           0 |
| UHVZ_201500006182    |        45 |    4 |   -5 |      72.1284 |           0 |
| UHVZ_201500006183    |        45 |    4 | -2.5 |      72.1284 |           0 |
| UHVZ_201500006184    |        45 |    4 |    0 |      72.1284 |           0 |
| UHVZ_201500006185    |        45 |    4 |  2.5 |      72.1284 |           0 |
| UHVZ_201500006186    |        45 |    4 |    5 |      72.1284 |           0 |
| UHVZ_201500006187    |        45 |    4 |  7.5 |      72.1284 |           0 |
| UHVZ_201500006188    |        45 |    4 |   10 |      72.1284 |           0 |
| UHVZ_201500006189    |        45 |    5 |   -5 |      69.5673 |           0 |
| UHVZ_201500006190    |        45 |    5 | -2.5 |      69.5673 |           0 |
| UHVZ_201500006191    |        45 |    5 |    0 |      69.5673 |           0 |
| UHVZ_201500006192    |        45 |    5 |  2.5 |      69.5673 |           0 |
| UHVZ_201500006193    |        45 |    5 |    5 |      69.5673 |           0 |
| UHVZ_201500006194    |        45 |    5 |  7.5 |      69.5673 |           0 |
| UHVZ_201500006195    |        45 |    5 |   10 |      69.5673 |           0 |
| UHVZ_201500006196    |        45 |    6 |   -5 |      67.2985 |           0 |
| UHVZ_201500006197    |        45 |    6 | -2.5 |      67.2985 |           0 |
| UHVZ_201500006198    |        45 |    6 |    0 |      67.2985 |           0 |
| UHVZ_201500006199    |        45 |    6 |  2.5 |      67.2985 |           0 |
| UHVZ_201500006200    |        45 |    6 |    5 |      67.2985 |           0 |
| UHVZ_201500006201    |        45 |    6 |  7.5 |      67.2985 |           0 |
| UHVZ_201500006202    |        45 |    6 |   10 |      67.2985 |           0 |
| UHVZ_201500006203    |        45 |    7 |   -5 |      65.3652 |           0 |
| UHVZ_201500006204    |        45 |    7 | -2.5 |      65.3652 |           0 |
| UHVZ_201500006205    |        45 |    7 |    0 |      65.3652 |           0 |
| UHVZ_201500006206    |        45 |    7 |  2.5 |      65.3652 |           0 |
| UHVZ_201500006207    |        45 |    7 |    5 |      65.3652 |           0 |
| UHVZ_201500006208    |        45 |    7 |  7.5 |      65.3652 |           0 |
| UHVZ_201500006209    |        45 |    7 |   10 |      65.3652 |           0 |
| UHVZ_201500006210    |        45 |    8 |   -5 |      63.5873 |           0 |
| UHVZ_201500006211    |        45 |    8 | -2.5 |      63.5873 |           0 |
| UHVZ_201500006212    |        45 |    8 |    0 |      63.5873 |           0 |
| UHVZ_201500006213    |        45 |    8 |  2.5 |      63.5873 |           0 |
| UHVZ_201500006214    |        45 |    8 |    5 |      63.5873 |           0 |
| UHVZ_201500006215    |        45 |    8 |  7.5 |      63.5873 |           0 |
| UHVZ_201500006216    |        45 |    8 |   10 |      63.5873 |           0 |
| UHVZ_201500006217    |        45 |    9 |   -5 |      61.9366 |           0 |
| UHVZ_201500006218    |        45 |    9 | -2.5 |      61.9366 |           0 |
| UHVZ_201500006219    |        45 |    9 |    0 |      61.9366 |           0 |
| UHVZ_201500006220    |        45 |    9 |  2.5 |      61.9366 |           0 |
| UHVZ_201500006221    |        45 |    9 |    5 |      61.9366 |           0 |
| UHVZ_201500006222    |        45 |    9 |  7.5 |      61.9366 |           0 |
| UHVZ_201500006223    |        45 |    9 |   10 |      61.9366 |           0 |
| UHVZ_201500006224    |        45 |   10 |   -5 |      60.4863 |           0 |
| UHVZ_201500006225    |        45 |   10 | -2.5 |      60.4863 |           0 |
| UHVZ_201500006226    |        45 |   10 |    0 |      60.4863 |           0 |
| UHVZ_201500006227    |        45 |   10 |  2.5 |      60.4863 |           0 |
| UHVZ_201500006228    |        45 |   10 |    5 |      60.4863 |           0 |
| UHVZ_201500006229    |        45 |   10 |  7.5 |      60.4863 |           0 |
| UHVZ_201500006230    |        45 |   10 |   10 |      60.4863 |           0 |
| UHVZ_201500006231    |        45 |   11 |   -5 |      59.1165 |           0 |
| UHVZ_201500006232    |        45 |   11 | -2.5 |      59.1165 |           0 |
| UHVZ_201500006233    |        45 |   11 |    0 |      59.1165 |           0 |
| UHVZ_201500006234    |        45 |   11 |  2.5 |      59.1165 |           0 |
| UHVZ_201500006235    |        45 |   11 |    5 |      59.1165 |           0 |
| UHVZ_201500006236    |        45 |   11 |  7.5 |      59.1165 |           0 |
| UHVZ_201500006237    |        45 |   11 |   10 |      59.1165 |           0 |
| UHVZ_201500006238    |        45 |   12 |   -5 |      57.8168 |           0 |
| UHVZ_201500006239    |        45 |   12 | -2.5 |      57.8168 |           0 |
| UHVZ_201500006240    |        45 |   12 |    0 |      57.8168 |           0 |
| UHVZ_201500006241    |        45 |   12 |  2.5 |      57.8168 |           0 |
| UHVZ_201500006242    |        45 |   12 |    5 |      57.8168 |           0 |
| UHVZ_201500006243    |        45 |   12 |  7.5 |      57.8168 |           0 |
| UHVZ_201500006244    |        45 |   12 |   10 |      57.8168 |           0 |
| UHVZ_201500006245    |        45 |   13 |   -5 |      56.6597 |           0 |
| UHVZ_201500006246    |        45 |   13 | -2.5 |      56.6597 |           0 |
| UHVZ_201500006247    |        45 |   13 |    0 |      56.6597 |           0 |
| UHVZ_201500006248    |        45 |   13 |  2.5 |      56.6597 |           0 |
| UHVZ_201500006249    |        45 |   13 |    5 |      56.6597 |           0 |
| UHVZ_201500006250    |        45 |   13 |  7.5 |      56.6597 |           0 |
| UHVZ_201500006251    |        45 |   13 |   10 |      56.6597 |           0 |
| UHVZ_201500006252    |        45 |   14 |   -5 |      55.5508 |           0 |
| UHVZ_201500006253    |        45 |   14 | -2.5 |      55.5508 |           0 |
| UHVZ_201500006254    |        45 |   14 |    0 |      55.5508 |           0 |
| UHVZ_201500006255    |        45 |   14 |  2.5 |      55.5508 |           0 |
| UHVZ_201500006256    |        45 |   14 |    5 |      55.5508 |           0 |
| UHVZ_201500006257    |        45 |   14 |  7.5 |      55.5508 |           0 |
| UHVZ_201500006258    |        45 |   14 |   10 |      55.5508 |           0 |
| UHVZ_201500006259    |        45 |   15 |   -5 |      54.4852 |           0 |
| UHVZ_201500006260    |        45 |   15 | -2.5 |      54.4852 |           0 |
| UHVZ_201500006261    |        45 |   15 |    0 |      54.4852 |           0 |
| UHVZ_201500006262    |        45 |   15 |  2.5 |      54.4852 |           0 |
| UHVZ_201500006263    |        45 |   15 |    5 |      54.4852 |           0 |
| UHVZ_201500006264    |        45 |   15 |  7.5 |      54.4852 |           0 |
| UHVZ_201500006265    |        45 |   15 |   10 |      54.4852 |           0 |
| UHVZ_201500006266    |        45 |   16 |   -5 |      53.4591 |           0 |
| UHVZ_201500006267    |        45 |   16 | -2.5 |      53.4591 |           0 |
| UHVZ_201500006268    |        45 |   16 |    0 |      53.4591 |           0 |
| UHVZ_201500006269    |        45 |   16 |  2.5 |      53.4591 |           0 |
| UHVZ_201500006270    |        45 |   16 |    5 |      53.4591 |           0 |
| UHVZ_201500006271    |        45 |   16 |  7.5 |      53.4591 |           0 |
| UHVZ_201500006272    |        45 |   16 |   10 |      53.4591 |           0 |
| UHVZ_201500006273    |        45 |   17 |   -5 |      52.5384 |           0 |
| UHVZ_201500006274    |        45 |   17 | -2.5 |      52.5384 |           0 |
| UHVZ_201500006275    |        45 |   17 |    0 |      52.5384 |           0 |
| UHVZ_201500006276    |        45 |   17 |  2.5 |      52.5384 |           0 |
| UHVZ_201500006277    |        45 |   17 |    5 |      52.5384 |           0 |
| UHVZ_201500006278    |        45 |   17 |  7.5 |      52.5384 |           0 |
| UHVZ_201500006279    |        45 |   17 |   10 |      52.5384 |           0 |
| UHVZ_201500006280    |        45 |   18 |   -5 |      51.6462 |           0 |
| UHVZ_201500006281    |        45 |   18 | -2.5 |      51.6462 |           0 |
| UHVZ_201500006282    |        45 |   18 |    0 |      51.6462 |           0 |
| UHVZ_201500006283    |        45 |   18 |  2.5 |      51.6462 |           0 |
| UHVZ_201500006284    |        45 |   18 |    5 |      51.6462 |           0 |
| UHVZ_201500006285    |        45 |   18 |  7.5 |      51.6462 |           0 |
| UHVZ_201500006286    |        45 |   18 |   10 |      51.6462 |           0 |
| UHVZ_201500006287    |        45 |   19 |   -5 |      50.7803 |           0 |
| UHVZ_201500006288    |        45 |   19 | -2.5 |      50.7803 |           0 |
| UHVZ_201500006289    |        45 |   19 |    0 |      50.7803 |           0 |
| UHVZ_201500006290    |        45 |   19 |  2.5 |      50.7803 |           0 |
| UHVZ_201500006291    |        45 |   19 |    5 |      50.7803 |           0 |
| UHVZ_201500006292    |        45 |   19 |  7.5 |      50.7803 |           0 |
| UHVZ_201500006293    |        45 |   19 |   10 |      50.7803 |           0 |
| UHVZ_201500006294    |        45 |   20 |   -5 |      49.9389 |           0 |
| UHVZ_201500006295    |        45 |   20 | -2.5 |      49.9389 |           0 |
| UHVZ_201500006296    |        45 |   20 |    0 |      49.9389 |           0 |
| UHVZ_201500006297    |        45 |   20 |  2.5 |      49.9389 |           0 |
| UHVZ_201500006298    |        45 |   20 |    5 |      49.9389 |           0 |
| UHVZ_201500006299    |        45 |   20 |  7.5 |      49.9389 |           0 |
| UHVZ_201500006300    |        45 |   20 |   10 |      49.9389 |           0 |
| UHVZ_201500006301    |        46 |    1 |   -5 |      84.3606 |           0 |
| UHVZ_201500006302    |        46 |    1 | -2.5 |      84.3606 |           0 |
| UHVZ_201500006303    |        46 |    1 |    0 |      84.3606 |           0 |
| UHVZ_201500006304    |        46 |    1 |  2.5 |      84.3606 |           0 |
| UHVZ_201500006305    |        46 |    1 |    5 |      84.3606 |           0 |
| UHVZ_201500006306    |        46 |    1 |  7.5 |      84.3606 |           0 |
| UHVZ_201500006307    |        46 |    1 |   10 |      84.3606 |           0 |
| UHVZ_201500006308    |        46 |    2 |   -5 |      79.0378 |           0 |
| UHVZ_201500006309    |        46 |    2 | -2.5 |      79.0378 |           0 |
| UHVZ_201500006310    |        46 |    2 |    0 |      79.0378 |           0 |
| UHVZ_201500006311    |        46 |    2 |  2.5 |      79.0378 |           0 |
| UHVZ_201500006312    |        46 |    2 |    5 |      79.0378 |           0 |
| UHVZ_201500006313    |        46 |    2 |  7.5 |      79.0378 |           0 |
| UHVZ_201500006314    |        46 |    2 |   10 |      79.0378 |           0 |
| UHVZ_201500006315    |        46 |    3 |   -5 |      75.1609 |           0 |
| UHVZ_201500006316    |        46 |    3 | -2.5 |      75.1609 |           0 |
| UHVZ_201500006317    |        46 |    3 |    0 |      75.1609 |           0 |
| UHVZ_201500006318    |        46 |    3 |  2.5 |      75.1609 |           0 |
| UHVZ_201500006319    |        46 |    3 |    5 |      75.1609 |           0 |
| UHVZ_201500006320    |        46 |    3 |  7.5 |      75.1609 |           0 |
| UHVZ_201500006321    |        46 |    3 |   10 |      75.1609 |           0 |
| UHVZ_201500006322    |        46 |    4 |   -5 |      72.0148 |           0 |
| UHVZ_201500006323    |        46 |    4 | -2.5 |      72.0148 |           0 |
| UHVZ_201500006324    |        46 |    4 |    0 |      72.0148 |           0 |
| UHVZ_201500006325    |        46 |    4 |  2.5 |      72.0148 |           0 |
| UHVZ_201500006326    |        46 |    4 |    5 |      72.0148 |           0 |
| UHVZ_201500006327    |        46 |    4 |  7.5 |      72.0148 |           0 |
| UHVZ_201500006328    |        46 |    4 |   10 |      72.0148 |           0 |
| UHVZ_201500006329    |        46 |    5 |   -5 |      69.4659 |           0 |
| UHVZ_201500006330    |        46 |    5 | -2.5 |      69.4659 |           0 |
| UHVZ_201500006331    |        46 |    5 |    0 |      69.4659 |           0 |
| UHVZ_201500006332    |        46 |    5 |  2.5 |      69.4659 |           0 |
| UHVZ_201500006333    |        46 |    5 |    5 |      69.4659 |           0 |
| UHVZ_201500006334    |        46 |    5 |  7.5 |      69.4659 |           0 |
| UHVZ_201500006335    |        46 |    5 |   10 |      69.4659 |           0 |
| UHVZ_201500006336    |        46 |    6 |   -5 |      67.3326 |           0 |
| UHVZ_201500006337    |        46 |    6 | -2.5 |      67.3326 |           0 |
| UHVZ_201500006338    |        46 |    6 |    0 |      67.3326 |           0 |
| UHVZ_201500006339    |        46 |    6 |  2.5 |      67.3326 |           0 |
| UHVZ_201500006340    |        46 |    6 |    5 |      67.3326 |           0 |
| UHVZ_201500006341    |        46 |    6 |  7.5 |      67.3326 |           0 |
| UHVZ_201500006342    |        46 |    6 |   10 |      67.3326 |           0 |
| UHVZ_201500006343    |        46 |    7 |   -5 |      65.3955 |           0 |
| UHVZ_201500006344    |        46 |    7 | -2.5 |      65.3955 |           0 |
| UHVZ_201500006345    |        46 |    7 |    0 |      65.3955 |           0 |
| UHVZ_201500006346    |        46 |    7 |  2.5 |      65.3955 |           0 |
| UHVZ_201500006347    |        46 |    7 |    5 |      65.3955 |           0 |
| UHVZ_201500006348    |        46 |    7 |  7.5 |      65.3955 |           0 |
| UHVZ_201500006349    |        46 |    7 |   10 |      65.3955 |           0 |
| UHVZ_201500006350    |        46 |    8 |   -5 |      63.6145 |           0 |
| UHVZ_201500006351    |        46 |    8 | -2.5 |      63.6145 |           0 |
| UHVZ_201500006352    |        46 |    8 |    0 |      63.6145 |           0 |
| UHVZ_201500006353    |        46 |    8 |  2.5 |      63.6145 |           0 |
| UHVZ_201500006354    |        46 |    8 |    5 |      63.6145 |           0 |
| UHVZ_201500006355    |        46 |    8 |  7.5 |      63.6145 |           0 |
| UHVZ_201500006356    |        46 |    8 |   10 |      63.6145 |           0 |
| UHVZ_201500006357    |        46 |    9 |   -5 |      61.9615 |           0 |
| UHVZ_201500006358    |        46 |    9 | -2.5 |      61.9615 |           0 |
| UHVZ_201500006359    |        46 |    9 |    0 |      61.9615 |           0 |
| UHVZ_201500006360    |        46 |    9 |  2.5 |      61.9615 |           0 |
| UHVZ_201500006361    |        46 |    9 |    5 |      61.9615 |           0 |
| UHVZ_201500006362    |        46 |    9 |  7.5 |      61.9615 |           0 |
| UHVZ_201500006363    |        46 |    9 |   10 |      61.9615 |           0 |
| UHVZ_201500006364    |        46 |   10 |   -5 |      60.5092 |           0 |
| UHVZ_201500006365    |        46 |   10 | -2.5 |      60.5092 |           0 |
